event_id,event_name,organizer,opportunity_type,series_url,public_contact_url,audience,history_summary,history_source_ids
evt-hec-honolulu,Honolulu Education Conference,International Education for Sustainable Development Alliance,academic conference,https://intesda.org/education-conference/,https://intesda.org/education-conference/,"Educators, researchers, administrators, and education-technology practitioners","Fourth edition scheduled for 2027; limited independent history validation in this run.",ev-027
evt-elearning-africa,eLearning Africa,ICWE GmbH with host government partners,conference and exhibition,https://www.elearning-africa.com/conference2027/,https://proposals.elearning-africa.com/,"African and international education, government, training, skills, and digital-learning professionals","Established in 2005; official history lists annual host cities and 24,000 participants from 100+ countries over 20 years.",ev-028;ev-029;ev-075;ev-076
evt-herdsa,HERDSA Annual Conference,Higher Education Research and Development Society of Australasia,academic and practitioner conference,https://herdsa.org.au/conference,https://conference.herdsa.org.au/2027/,"Higher-education educators, researchers, academic developers, learning designers, leaders, and students in Australasia and beyond","Annual conference with established programs; 2027 includes both Canberra and a one-day virtual program.",ev-030;ev-031
evt-educause-annual,EDUCAUSE Annual Conference,EDUCAUSE,conference,https://events.educause.edu/annual-conference,https://events.educause.edu/annual-conference/call-for-proposals,"Higher-education IT, teaching-and-learning, student-success, and technology-provider communities","Large annual conference; official calendar confirms future editions through 2028 and beyond.",ev-032;ev-033;ev-077;ev-078
evt-nercomp,NERCOMP Annual Conference,NERCOMP in partnership with EDUCAUSE,regional conference,https://events.educause.edu/nercomp-annual-conference/2027,https://events.educause.edu/nercomp-annual-conference/2027,"Northeastern US higher-education IT, library, faculty, researcher, and practitioner communities","Annual regional higher-education technology conference partnered with EDUCAUSE.",ev-034;ev-035
evt-teaching-professor,Teaching Professor Conference,Magna Publications,conference,https://www.magnapubs.com/teaching-professor-conference-2027/,https://www.magnapubs.com/teaching-professor-conference/call-for-proposals/,"Higher-education faculty, centers for teaching and learning, department chairs, and academic leadership teams","Twenty-fourth annual event in 2027; focused on practical evidence-based college teaching.",ev-036;ev-037
evt-atd-ice,ATD International Conference and Expo,Association for Talent Development,conference,https://atdconference.td.org/,https://www.td.org/international-conference-and-expo-speaking-opportunities,"Global workplace talent-development and learning professionals","Large annual workplace L&D conference with an open CFP cycle; 2027 submissions closed before this run.",ev-038;ev-039
evt-sxsw-edu,SXSW EDU Conference and Festival,SXSW EDU,conference and festival,https://sxswedu.com/,https://sxswedu.com/panelpicker/,"PreK-12, higher education, workforce, EdTech, nonprofit, government, policy, and investor audiences","Annual education festival since 2011; organizer reports 11,000+ attendees across 63 industries for 2027 marketing.",ev-040;ev-041;ev-079;ev-080
evt-asugsv,ASU+GSV Summit,GSV Summit LLC in partnership with Arizona State University,conference,https://asugsvsummit.com/,https://asugsvsummit.com/faq,"PreK-to-gray education and workforce leaders, investors, entrepreneurs, policymakers, and technology companies","Annual summit founded in 2010; official site reports 7,000 delegates, 700+ speakers, and 65 countries.",ev-042;ev-043
evt-altc,ALT Annual Conference,Association for Learning Technology,conference,https://www.alt.ac.uk/events,https://www.alt.ac.uk/events,"UK and international learning-technology practitioners, educators, researchers, and leaders","ALT runs two main annual conferences plus year-round webinars and workshops; annual CFP cycles are documented for 2025 and 2026.",ev-044;ev-045
evt-oeb,OEB Global,ICWE GmbH,conference,https://oeb.global/,https://iframe.oeb.global/conference/callforproposals,"International education, workplace training, government, learning-technology, policy, and research professionals","Long-running Berlin digital-learning conference; 2026 theme foregrounds trust, agency, assessment, governance, and human capability.",ev-046;ev-047
evt-pod,POD Network Annual Conference,Professional and Organizational Development Network in Higher Education,conference,https://podnetwork.org/annual-conference/,https://podnetwork.org/annual-conference/baltimore-2026-draft/call-for-proposals/,"Educational developers, faculty-development professionals, and higher-education teaching-and-learning leaders","Fifty-first annual conference in 2026; established educational-development association.",ev-048;ev-049
evt-training-conf,Training Conference and Expo,Training magazine / Lakewood Media Group,conference,https://www.trainingconference.com/2027/,https://www.trainingconference.com/2027/faqs.cfm,"Workplace training leaders, instructional designers, facilitators, talent-development managers, and content developers","Fiftieth annual event in 2027; practical workplace performance and training focus.",ev-050;ev-051
evt-devlearn,DevLearn Conference and Expo,The Learning Guild,conference,https://www.learningguild.com/devlearn,https://www.learningguild.com/call-for-speakers,"Workplace learning and development, instructional design, and learning-technology professionals","Large recurring Learning Guild conference focused on emerging learning technologies and real-world application.",ev-052;ev-053
evt-bett-asia,Bett Asia,Hyve Group / Bett,conference and trade show,https://asia.bettshow.com/,https://asia.bettshow.com/page-en/call-for-papers,"Education leaders, educators, digital specialists, policymakers, researchers, and industry innovators in Asia","Established regional Bett event; current form is accepting reserve-list and 2027 proposals without a stated 2027 edition date.",ev-054
evt-stlhe,STLHE Annual Conference,Society for Teaching and Learning in Higher Education,academic and practitioner conference,https://stlhe.ca/conferences/,https://stlhe.ca/conferences/2026-stlhe-conference/call-for-proposals/,"Canadian and international higher-education faculty, educational developers, instructional designers, administrators, and students","Annual bilingual Canadian teaching-and-learning conference; 2027 edition not confirmed in this run.",ev-055;ev-056
