evidence_id,event_id,edition_id,field_supported,claim_or_excerpt,url,page_title,publisher,source_type,published_date,accessed_at,confidence,conflict_notes
ev-016,evt-bett-uk,ed-bettuk-2027,dates;reach;audience,"Bett UK runs January 20-22, 2027 in London; organizer reports 37,000+ attendees, 400+ speakers, and 130+ countries for 2026.",https://uk.bettshow.com/,Bett UK 2027,Bett,official event page,,2026-09-04T23:00:00-06:00,medium,"Organizer-reported figures"
ev-017,evt-olc-innovate,ed-olc-innovate-2027,dates;mode;audience,"OLC Innovate 2027 is virtual April 20-22 and serves online, digital, and blended-learning innovators.",https://onlinelearningconsortium.org/conferences/olc-innovate2027/,OLC Innovate 2027,Online Learning Consortium,official event page,,2026-09-04T23:00:00-06:00,high,
ev-018,evt-olc-innovate,ed-olc-innovate-2027,cfp_dates;requirements;costs,"CFP opens September 15 and closes November 10, 2026 at 11:59 p.m. ET; accepted presenters pay registration; educational, non-promotional content is required.",https://onlinelearningconsortium.org/conferences/olc-innovate2027/present/,Present at OLC Innovate 2027,Online Learning Consortium,official CFP,,2026-09-04T23:00:00-06:00,high,
ev-019,evt-ucf-tlai,ed-ucf-tlai-2027,dates;cfp_dates;costs,"Fifth annual conference runs June 1-3, 2027; CFP opens October 5 and closes January 22; presenters must register by April 9 and presenter price is TBA.",https://aiforall.ucf.edu/teachwithai/,Teaching and Learning with AI,University of Central Florida,official event and CFP page,,2026-09-04T23:00:00-06:00,high,
ev-020,evt-ucf-tlai,ed-ucf-tlai-2027,audience;mode,"Conference serves higher-education professionals, researchers, and policymakers; 2027 has no virtual attendance option.",https://aiforall.ucf.edu/teachwithai/,Teaching and Learning with AI,University of Central Florida,official event page,,2026-09-04T23:00:00-06:00,high,
ev-021,evt-fl-innovation,ed-fl-innovation-2027,cfp_dates;formats;eligibility,"CFP opens September 28 and closes November 6; 45-minute sessions; participants from all higher-ed sectors welcome, with vendor co-presenter rule.",https://digitallearning.ucf.edu/ilab/innovation-summit/proposals/,Florida Online Innovation Summit Call for Proposals,University of Central Florida,official CFP,,2026-09-04T23:00:00-06:00,high,
ev-022,evt-fl-innovation,ed-fl-innovation-2027,dates;history;costs,"One-day event April 27, 2027 in Orlando; public archive spans 2020-2026; registration is free for Florida public-system participants and USD 175-200 for others.",https://digitallearning.ucf.edu/ilab/innovation-summit/,Florida Online Innovation Summit,University of Central Florida,official event page,,2026-09-04T23:00:00-06:00,high,
ev-023,evt-osu-learning-design,ed-osu-ldd-2027,cfp_status;deadline;formats;fit,"Inaugural May 13, 2027 symposium seeks 45-50-minute breakouts on AI, assessment, reflective learning, and research-informed teaching; proposals due November 15.",https://cete.osu.edu/ohio-state-learning-design-day-call-for-proposals/,Ohio State Learning Design Day Call for Proposals,Ohio State University,official CFP,,2026-09-04T23:00:00-06:00,high,"External eligibility not explicit"
ev-024,evt-ala-annual,ed-ala-2027,cfp_status;deadline;costs;mode,"Program and poster calls open August 24-September 21 at 11:59 p.m. Eastern; in-person presenters cover registration, travel, and lodging and receive a registration discount.",https://www.ala.org/conferencesevents/ala-annual-2027-call-proposals,ALA 2027 Annual Conference Call for Proposals,American Library Association,official CFP,,2026-09-04T23:00:00-06:00,high,
ev-025,evt-learner-conference,ed-learner-2027,dates;fit;history,"Thirty-fourth conference runs July 7-9, 2027 in Thessaloniki and online; special focus is democratic education in the age of AI and critical AI literacy.",https://thelearner.com/2027-conference/call-for-papers,Call for Papers: 2027 International Conference on Learning,The Learner Research Network,official CFP,,2026-09-04T23:00:00-06:00,medium,"Deadline and economics not captured"
ev-026,evt-icaied,ed-icaied-2027,cfp_status;deadline;requirements;history,"First edition runs March 19-21, 2027 in London and online; abstract deadline February 5; 200-250-word abstracts reviewed double-blind.",https://www.icaied.org/call-for-papers,Call for Papers and Abstracts ICAIED 2027,ICAIED,official CFP,,2026-09-04T23:00:00-06:00,medium,"New organization; track record unverified"
ev-027,evt-hec-honolulu,ed-hec-2027,cfp_status;deadline;fit,"Fourth Honolulu Education Conference runs March 10-12, 2027 and accepts oral, poster, and online proposals up to 300 words; advance deadline November 13.",https://intesda.org/education-conference/,Honolulu Education Conference 2027,INTESDA,official CFP,,2026-09-04T23:00:00-06:00,medium,"Organizer/reputation not independently checked"
ev-028,evt-elearning-africa,ed-elearning-africa-2027,dates;history;audience,"20th edition runs May 26-28, 2027 in Lome; official history reports 24,000 participants from 100+ countries since 2005, more than 80% from Africa.",https://www.elearning-africa.com/conference2027/conference.php,About eLearning Africa 2027,eLearning Africa,official event page,,2026-09-04T23:00:00-06:00,medium,"Organizer-reported aggregate figures"
ev-029,evt-elearning-africa,ed-elearning-africa-2027,cfp_status;eligibility;costs,"2027 topic page says submit, while proposal form says 2026 deadline passed; African experts are preferred and accepted speakers must fund travel, lodging, and registration.",https://proposals.elearning-africa.com/,eLearning Africa Proposals,eLearning Africa,official submission system,,2026-09-04T23:00:00-06:00,medium,"Direct official conflict; status unknown"
ev-030,evt-herdsa,ed-herdsa-2027,dates;mode;fit,"HERDSA 2027 runs July 5-8 in Canberra with a dedicated virtual day; themes include assessment renewal, research-informed change, and technological shifts.",https://herdsa.org.au/conference,HERDSA Annual Conference 2027,HERDSA,official event page,,2026-09-04T23:00:00-06:00,high,
ev-031,evt-herdsa,ed-herdsa-2027,cfp_status;conflict,"2027 conference site has stale important dates labeled 2022/2023 and no usable current CFP deadline.",https://conference.herdsa.org.au/2027/,HERDSA 2027,HERDSA,official event page,,2026-09-04T23:00:00-06:00,high,"Stale date widgets must not be interpreted as 2027 dates"
ev-032,evt-educause-annual,ed-educause-2027,dates;history;reach,"2027 conference is October 18-21 in Orlando and online; official venue policy projects roughly 10,000 participants for future annual conferences.",https://events.educause.edu/3-year-event-calendar,EDUCAUSE 3-Year Event Calendar,EDUCAUSE,official calendar,,2026-09-04T23:00:00-06:00,high,
ev-033,evt-educause-annual,ed-educause-2027,historical_cfp;fit;costs,"2026 CFP had Teaching and Learning and Emerging Technology tracks; presenters paid registration/travel/lodging except workshop benefits; call closed April 7, 2026.",https://events.educause.edu/annual-conference/call-for-proposals,EDUCAUSE Annual Conference Call for Proposals,EDUCAUSE,official prior-edition CFP,,2026-09-04T23:00:00-06:00,high,"Terms belong to 2026 only"
ev-034,evt-nercomp,ed-nercomp-2027,dates;audience,"2027 edition runs March 8-10 in Providence for higher-ed IT, library, faculty, researchers, and practitioners.",https://events.educause.edu/nercomp-annual-conference/2027,NERCOMP Annual Conference 2027,EDUCAUSE and NERCOMP,official event page,,2026-09-04T23:00:00-06:00,high,
ev-035,evt-nercomp,ed-nercomp-2027,historical_cfp;fit;costs,"2026 Teaching, Learning and Student Success track covered faculty development, digital teaching, innovative assessment, and evidence-based practice; one presenter received registration.",https://events.educause.edu/nercomp-annual-conference/2026/call-for-proposals,NERCOMP 2026 Call for Proposals,EDUCAUSE and NERCOMP,official prior-edition CFP,,2026-09-04T23:00:00-06:00,high,"Terms belong to 2026 only"
ev-036,evt-teaching-professor,ed-tpc-2027,dates;audience;history,"24th annual event runs June 11-13, 2027 in Atlanta for faculty and teaching/learning teams, emphasizing practical evidence-based strategies.",https://www.magnapubs.com/teaching-professor-conference-2027/,Teaching Professor Conference 2027,Magna Publications,official event page,,2026-09-04T23:00:00-06:00,high,
ev-037,evt-teaching-professor,ed-tpc-2027,historical_cfp;costs,"2026 call accepted 20- and 60-minute sessions and posters; presenters paid registration, lodging, travel, and handout costs; deadline was December 12, 2025.",https://www.magnapubs.com/teaching-professor-conference/call-for-proposals/,Teaching Professor Conference Call for Proposals,Magna Publications,official prior-edition CFP,,2026-09-04T23:00:00-06:00,high,"Terms belong to 2026 edition"
ev-038,evt-atd-ice,ed-atd-2027,cfp_status;deadline;costs,"ATD27 CFP ran July 10-August 6, 2026 and is closed; sessions are unpaid, speaker covers travel/living, and receives one full registration.",https://www.td.org/atd-international-conference-and-expo-proposal-selection-criteria,ATD ICE Proposal Selection Criteria,Association for Talent Development,official CFP,,2026-09-04T23:00:00-06:00,high,
ev-039,evt-atd-ice,ed-atd-2027,dates;language,"ATD27 runs May 16-19, 2027 in Boston; official programming language is English.",https://atdconference.td.org/terms-conditions/,ATD27 Terms and Conditions,Association for Talent Development,official terms,,2026-09-04T23:00:00-06:00,high,
ev-040,evt-sxsw-edu,ed-sxswedu-2027,cfp_status;deadline;requirements,"PanelPicker proposal window June 23-July 26 and voting August 5-23 are closed; one proposal per account; video or visual resource required.",https://sxswedu.com/panelpicker/,SXSW EDU PanelPicker,SXSW EDU,official CFP,,2026-09-04T23:00:00-06:00,high,
ev-041,evt-sxsw-edu,ed-sxswedu-2027,dates;reach;audience,"March 13-16, 2027 in Austin; organizer reports 11,000+ attendees, 300+ sessions, and audiences across 63 industries.",https://sxswedu.com/,SXSW EDU 2027,SXSW EDU,official event page,,2026-09-04T23:00:00-06:00,medium,"Organizer-reported figures"
ev-042,evt-asugsv,ed-asugsv-2027,dates;audience;reach,"April 4-7, 2027 in San Diego; official site reports 7,000 delegates, 700+ speakers, and 65 countries across PreK-to-gray learning.",https://asugsvsummit.com/,ASU+GSV Summit 2027,ASU+GSV Summit,official event page,,2026-09-04T23:00:00-06:00,medium,"Organizer-reported figures"
ev-043,evt-asugsv,ed-asugsv-2027,submission_route,"FAQ lists a public program-participation contact but no general speaker CFP; startup GSV Cup is a separate pre-Series-A route.",https://asugsvsummit.com/faq,ASU+GSV Summit FAQ,ASU+GSV Summit,official FAQ,,2026-09-04T23:00:00-06:00,high,"Classified invitation-only/curated, not open CFP"
ev-044,evt-altc,ed-altc-2027,historical_cfp;formats,"ALTC26 accepted practical/research proposals in 60-, 20-, 10-, and 5-minute formats; deadline July 28, 2026 BST.",https://www.alt.ac.uk/altc26-call-proposals-0,ALTC26 Call for Proposals,Association for Learning Technology,official prior-edition CFP,2026-06-30,2026-09-04T23:00:00-06:00,high,"No 2027 edition confirmed"
ev-045,evt-altc,ed-altc-2027,year_round_route,"ALT states it welcomes suggestions for webinars and workshops in addition to its two annual conferences.",https://www.alt.ac.uk/events,ALT Events,Association for Learning Technology,official organizer page,,2026-09-04T23:00:00-06:00,high,"Suggestion route is not a formal open call"
ev-046,evt-oeb,ed-oeb-2026,cfp_status,"Official page says the OEB 2026 CFP is closed.",https://iframe.oeb.global/conference/callforproposals,OEB Call for Proposals,OEB,official CFP,,2026-09-04T23:00:00-06:00,high,
ev-047,evt-oeb,ed-oeb-2026,fit,"2026 program frames trust, agency, assessment, governance, and human capability across education, training, and government.",https://iframe.oeb.global/conference,OEB 2026 Conference,OEB,official event page,,2026-09-04T23:00:00-06:00,high,
ev-048,evt-pod,ed-pod-2026,cfp_status;deadline;fit,"2026 CFP closed May 7; theme explicitly asks how generative AI reshapes pedagogy, academic integrity, and evidence-based teaching.",https://podnetwork.org/annual-conference/baltimore-2026-draft/call-for-proposals/,POD Network 2026 Call for Proposals,POD Network,official CFP,,2026-09-04T23:00:00-06:00,high,
ev-049,evt-pod,ed-pod-2026,dates;history,"51st annual conference runs November 18-20, 2026 in Baltimore.",https://podnetwork.org/annual-conference/baltimore-2026-draft/call-for-proposals/,POD Network 2026 Call for Proposals,POD Network,official CFP,,2026-09-04T23:00:00-06:00,high,
ev-050,evt-training-conf,ed-training-2027,cfp_status;dates;rights,"Training 2027 runs February 22-24; CFP closed in mid-June; sessions are not recorded, while event photography may be used for promotion.",https://www.trainingconference.com/2027/faqs.cfm,Training 2027 FAQs,Training magazine,official FAQ,,2026-09-04T23:00:00-06:00,high,
ev-051,evt-training-conf,ed-training-2027,audience;history,"50th annual event serves workplace training leaders, instructional designers, facilitators, talent managers, and content developers.",https://www.trainingconference.com/2027/about_us.cfm,About Training Conference,Training magazine,official organizer page,,2026-09-04T23:00:00-06:00,high,
ev-052,evt-devlearn,ed-devlearn-2026,cfp_status,"Learning Guild call page says DevLearn 2026 call is closed.",https://www.learningguild.com/call-for-speakers,Call for Speakers,The Learning Guild,official CFP,,2026-09-04T23:00:00-06:00,high,
ev-053,evt-devlearn,ed-devlearn-2026,dates;audience;reach,"DevLearn runs November 4-6, 2026 in Las Vegas with hundreds of sessions for thousands of learning professionals.",https://www.learningguild.com/articles/devlearn-conference-and-expo-launches-the-2026-program-with-expanded-tracks-hands-on-learning-and-new-ways-to-connect,DevLearn 2026 Program Launch,The Learning Guild,official organizer article,2026-06-25,2026-09-04T23:00:00-06:00,medium,"Organizer-reported scale"
ev-054,evt-bett-asia,ed-bettasia-2027,cfp_status;eligibility,"Official form accepts editorial proposals for the reserve list or Bett Asia 2027 from educators, practitioners, policymakers, researchers, and non-commercial experts.",https://asia.bettshow.com/page-en/call-for-papers,Call for Speakers Bett Asia,Bett,official speaker call,,2026-09-04T23:00:00-06:00,high,"No 2027 date or deadline"
ev-055,evt-stlhe,ed-stlhe-2027,historical_eligibility;formats,"2026 call welcomed anyone interested in higher-ed teaching and learning, membership not required; formats included workshops, oral, poster, and roundtable.",https://stlhe.ca/conferences/2026-stlhe-conference/call-for-proposals/,STLHE 2026 Call for Proposals,STLHE,official prior-edition CFP,,2026-09-04T23:00:00-06:00,high,"No 2027 edition confirmed"
ev-056,evt-stlhe,ed-stlhe-2027,reach,"2025 sponsorship prospectus describes a multidisciplinary audience and more than 600 participants.",https://www.stlhe.ca/wp-content/uploads/2025/02/stlhe_sponsorship_2025-01-22.pdf,STLHE 2025 Sponsorship Prospectus,STLHE,official organizer PDF,2025-02-01,2026-09-04T23:00:00-06:00,medium,"Prior-edition organizer marketing figure"
ev-061,evt-iste-live,ed-iste-2027,past_session,"2026 session 'Authentic Assessment in the Age of AI: Rethinking Learning that Matters' centered transferable learning and evidence beyond AI use.",https://conference.iste.org/2026/program/search/detail_session.php?id=118453314,Authentic Assessment in the Age of AI,International Society for Transforming Education,official prior program,2026-06-01,2026-09-04T23:00:00-06:00,high,
ev-062,evt-iste-live,ed-iste-2027,past_session,"2026 session 'The Learning Lab: Brain Science Meets AI' explicitly distinguished AI uses that deepen thinking from those that bypass learning.",https://conference.iste.org/2026/program/search/detail_session.php?id=118448565,The Learning Lab: Brain Science Meets AI,International Society for Transforming Education,official prior program,2026-06-01,2026-09-04T23:00:00-06:00,high,
ev-063,evt-upcea-dtl,ed-upcea-dtl-2027,past_session,"2026 DT&L included 'Redesigning Assessments for the AI-Driven Classroom' with authentic work, critical thinking, and course outcomes.",https://conferences.upcea.edu/DTL2026/program.html,2026 UPCEA DT&L Program,UPCEA,official prior program,,2026-09-04T23:00:00-06:00,high,
ev-064,evt-upcea-dtl,ed-upcea-dtl-2027,past_session,"2026 general session 'Responsible AI in Postsecondary Teaching and Learning' addressed integrity, trust, policy, and critical awareness.",https://conferences.upcea.edu/DTL2026/generalsessions.html,2026 UPCEA DT&L General Sessions,UPCEA,official prior program,,2026-09-04T23:00:00-06:00,high,
ev-065,evt-usdla-national,ed-usdla-2027,past_session,"2026 national program included a preconference AI workshop led by Robbie Melton.",https://usdla.org/events/national-conference/,USDLA 2026 National Conference Schedule,USDLA,official prior program,,2026-09-04T23:00:00-06:00,medium,
ev-066,evt-usdla-national,ed-usdla-2027,past_session,"2026 Public Policy Week featured 'Policy and Regulation of AI Use in Teaching, Learning, and Assessment.'",https://usdla.org/events/public-policy-week/,USDLA Public Policy Week 2026,USDLA,official adjacent program,2026-01-20,2026-09-04T23:00:00-06:00,high,"Adjacent USDLA event, not national-conference session"
ev-067,evt-bett-uk,ed-bettuk-2027,current_program_fit,"2027 agenda first look advertises practical AI literacy and evidence-informed teaching, including a more considered conversation beyond AI hype.",https://uk.bettshow.com/agenda-highlights,Bett UK 2027 Agenda First Look,Bett,official current program,,2026-09-04T23:00:00-06:00,high,"Current, not past-session evidence"
ev-068,evt-bett-uk,ed-bettuk-2027,current_program_fit,"Speaker call specifically requests assessment and feedback, AI, workload reduction, and student engagement.",https://uk.bettshow.com/call-for-speakers,Call for Speakers Bett UK 2027,Bett,official current CFP,,2026-09-04T23:00:00-06:00,high,"Current preference, not past-session evidence"
ev-069,evt-olc-innovate,ed-olc-innovate-2027,program_fit,"2027 CFP welcomes AI policy/literacy, digital-learning strategy, teaching innovation, evaluation, and non-promotional practice.",https://onlinelearningconsortium.org/conferences/olc-innovate2027/present/,Present at OLC Innovate 2027,Online Learning Consortium,official CFP,,2026-09-04T23:00:00-06:00,high,"Not a past-session record"
ev-070,evt-olc-innovate,ed-olc-innovate-2027,history,"OLC describes Innovate as a recurring joint conference with MERLOT for online, digital, and blended-learning practice.",https://onlinelearningconsortium.org/conferences/olc-innovate2027/,OLC Innovate 2027,Online Learning Consortium,official event page,,2026-09-04T23:00:00-06:00,high,"Specific past-session title not captured"
ev-071,evt-ucf-tlai,ed-ucf-tlai-2027,past_session,"2023 program included 'Building AI-Resilient Academic Courses: Supporting Faculty to Preserve Pedagogy.'",https://aiforall.ucf.edu/document/teaching-and-learning-with-ai-ucf-agenda-2025/,Teaching and Learning with AI archived agenda,University of Central Florida,official archive,,2026-09-04T23:00:00-06:00,high,"URL slug says 2025 but page text identifies the embedded 2023 program"
ev-072,evt-ucf-tlai,ed-ucf-tlai-2027,past_program_theme,"2027 page lists assessment and evaluation methods and follows four prior annual editions focused on AI in higher-ed teaching.",https://aiforall.ucf.edu/teachwithai/,Teaching and Learning with AI,University of Central Florida,official event page,,2026-09-04T23:00:00-06:00,medium,"Second exact past-session title not captured"
ev-073,evt-fl-innovation,ed-fl-innovation-2027,past_session,"2026 program included 'Teaching with an AI Teaching Assistant: Designing a Custom GPT Assistant for Just-in-Time Support and Student Engagement.'",https://digitallearning.ucf.edu/ilab/wp-content/uploads/2026/03/Innovation-Summit-2026-23.03.26.pdf,Florida Online Innovation Summit 2026 Program,University of Central Florida,official prior program,2026-03-23,2026-09-04T23:00:00-06:00,high,
ev-074,evt-fl-innovation,ed-fl-innovation-2027,past_session,"2026 program included 'Designing with Insight: Balancing AI and Human Intuition in Course Development.'",https://digitallearning.ucf.edu/ilab/wp-content/uploads/2026/03/Innovation-Summit-2026-Extended-Agenda.pdf,Florida Online Innovation Summit 2026 Extended Agenda,University of Central Florida,official prior program,2026-03-01,2026-09-04T23:00:00-06:00,high,
ev-075,evt-elearning-africa,ed-elearning-africa-2027,current_topics,"2027 topic page invites proposals and includes foundational learning, teacher development, AI, governance, and workplace skills.",https://www.elearning-africa.com/conference2027/programme_sub_themes.php,eLearning Africa 2027 Conference Topics,eLearning Africa,official current topics,,2026-09-04T23:00:00-06:00,high,"Conflicts with form's closed-2026 message"
ev-076,evt-elearning-africa,ed-elearning-africa-2027,speaker_costs,"Accepted speakers must cover flight, accommodation, and registration; early regular registration is EUR 790 and standard EUR 890.",https://www.elearning-africa.com/conference2027/participate.php,eLearning Africa 2027 Registration and Fees,eLearning Africa,official terms,,2026-09-04T23:00:00-06:00,high,
ev-077,evt-educause-annual,ed-educause-2027,past_session_theme,"2026 CFP sought future directions, practical application, and teaching-and-learning proposals, and required objective noncommercial content.",https://events.educause.edu/annual-conference/call-for-proposals,EDUCAUSE Annual Conference Call for Proposals,EDUCAUSE,official prior CFP,,2026-09-04T23:00:00-06:00,high,"Not an exact past-session record"
ev-078,evt-educause-annual,ed-educause-2027,future_dates,"Official calendar confirms 2027 Orlando and 2028 Seattle editions; only 2027 falls within this run's horizon.",https://events.educause.edu/annual-conference,EDUCAUSE Annual Conference,EDUCAUSE,official event page,,2026-09-04T23:00:00-06:00,high,
ev-079,evt-sxsw-edu,ed-sxswedu-2027,audience;topics,"Official site covers Teaching & Learning, Future of Tech, and Work Reimagined across education's full lifecycle.",https://sxswedu.com/,SXSW EDU 2027,SXSW EDU,official event page,,2026-09-04T23:00:00-06:00,high,
ev-080,evt-sxsw-edu,ed-sxswedu-2027,program_process,"Selections combine public voting, advisory-board review, and staff review; speaker profile and diversity contributions are part of submission.",https://sxswedu.com/panelpicker/,SXSW EDU PanelPicker,SXSW EDU,official CFP,,2026-09-04T23:00:00-06:00,high,
