deadline_id,edition_id,deadline_type,raw_date_text,date_iso,time_local,timezone_as_stated,utc_datetime,certainty,source_id,verified_at,conflict_notes
dl-usdla-notify,ed-usdla-2027,notification,"Friday January 15, 2027",2027-01-15,,,,exact,ev-010,2026-09-04T23:00:00-06:00,
dl-hiai-cfp,ed-hi-ai-2027,cfp_deadline,"October 12, 2026",2026-10-12,,,,exact,ev-012,2026-09-04T23:00:00-06:00,"No time zone stated"
dl-aste-cfp,ed-aste-2027,cfp_deadline,"Proposals due September 30, 2026",2026-09-30,,,,exact,ev-014,2026-09-04T23:00:00-06:00,"Rolling review; no time zone stated"
dl-bett-firstlook,ed-bettuk-2027,cfp_first_look,"First Look deadline: 31 May 2026",2026-05-31,,,,exact,ev-015,2026-09-04T23:00:00-06:00,"Passed; ongoing form is reserve-list/2028 consideration"
dl-olc-open,ed-olc-innovate-2027,cfp_open,"September 15, 2026: Call for Proposals opens",2026-09-15,,,,exact,ev-018,2026-09-04T23:00:00-06:00,
dl-olc-cfp,ed-olc-innovate-2027,cfp_deadline,"November 10, 2026 (by 11:59pm ET)",2026-11-10,23:59,ET,2026-11-11T04:59:00Z,exact,ev-018,2026-09-04T23:00:00-06:00,"UTC conversion assumes Eastern Standard Time"
dl-olc-notify,ed-olc-innovate-2027,notification,"February 3, 2027",2027-02-03,,,,exact,ev-018,2026-09-04T23:00:00-06:00,
dl-olc-register,ed-olc-innovate-2027,speaker_registration,"March 9, 2027",2027-03-09,,,,exact,ev-018,2026-09-04T23:00:00-06:00,
dl-olc-materials,ed-olc-innovate-2027,materials_deadline,"April 13, 2027",2027-04-13,,,,exact,ev-018,2026-09-04T23:00:00-06:00,
dl-ucf-open,ed-ucf-tlai-2027,cfp_open,"October 5, 2026",2026-10-05,,,,exact,ev-019,2026-09-04T23:00:00-06:00,
dl-ucf-cfp,ed-ucf-tlai-2027,cfp_deadline,"January 22, 2027",2027-01-22,,,,exact,ev-019,2026-09-04T23:00:00-06:00,"No time zone stated"
dl-ucf-notify,ed-ucf-tlai-2027,notification,"February 15, 2027",2027-02-15,,,,exact,ev-019,2026-09-04T23:00:00-06:00,
dl-ucf-register,ed-ucf-tlai-2027,speaker_registration,"must register by April 9, 2027",2027-04-09,,,,exact,ev-019,2026-09-04T23:00:00-06:00,
dl-fl-open,ed-fl-innovation-2027,cfp_open,"September 28, 2026",2026-09-28,,,,exact,ev-021,2026-09-04T23:00:00-06:00,
dl-fl-cfp,ed-fl-innovation-2027,cfp_deadline,"November 6, 2026",2026-11-06,,,,exact,ev-021,2026-09-04T23:00:00-06:00,"No time zone stated"
dl-fl-notify,ed-fl-innovation-2027,notification,"January 11, 2027",2027-01-11,,,,exact,ev-021,2026-09-04T23:00:00-06:00,
dl-osu-cfp,ed-osu-ldd-2027,cfp_deadline,"Sunday, November 15th",2026-11-15,,,,exact,ev-023,2026-09-04T23:00:00-06:00,"Year inferred only from 2027 edition context; no time zone stated"
dl-osu-notify,ed-osu-ldd-2027,notification,"Tuesday, December 15th",2026-12-15,,,,exact,ev-023,2026-09-04T23:00:00-06:00,"Year inferred only from 2027 edition context"
dl-ala-cfp,ed-ala-2027,cfp_deadline,"September 21, 2026 - 11:59pm Eastern",2026-09-21,23:59,Eastern,2026-09-22T03:59:00Z,exact,ev-024,2026-09-04T23:00:00-06:00,"UTC conversion uses EDT"
dl-ala-notify,ed-ala-2027,notification,"December 2026",2026-12-01,,,,approximate-month,ev-024,2026-09-04T23:00:00-06:00,"ISO is a month marker only"
dl-icaied-cfp,ed-icaied-2027,cfp_deadline,"5 February 2027",2027-02-05,,,,exact,ev-026,2026-09-04T23:00:00-06:00,"No time zone stated"
dl-hec-advance,ed-hec-2027,cfp_advance_deadline,"Friday, November 13, 2026",2026-11-13,,,,exact,ev-027,2026-09-04T23:00:00-06:00,"This is explicitly an advance deadline, not necessarily final close"
dl-herdsa-grants,ed-herdsa-2027,grant_deadline,"5pm AEDST, 8 April 2027",2027-04-08,17:00,AEDST,2027-04-08T06:00:00Z,exact,ev-030,2026-09-04T23:00:00-06:00,"Only for eligible student or early-career grants; not a CFP deadline"
dl-atd-open,ed-atd-2027,cfp_open,"July 10, 2026",2026-07-10,,,,historical-closed,ev-038,2026-09-04T23:00:00-06:00,
dl-atd-cfp,ed-atd-2027,cfp_deadline,"August 6, 2026",2026-08-06,,,,historical-closed,ev-038,2026-09-04T23:00:00-06:00,
dl-sxsw-open,ed-sxswedu-2027,cfp_open,"Tuesday, June 23, 2026",2026-06-23,,,,historical-closed,ev-040,2026-09-04T23:00:00-06:00,
dl-sxsw-cfp,ed-sxswedu-2027,cfp_deadline,"Sunday, July 26, 2026",2026-07-26,,,,historical-closed,ev-040,2026-09-04T23:00:00-06:00,"Official page does not state time in the captured text"
dl-sxsw-vote-close,ed-sxswedu-2027,community_voting_deadline,"Sunday, August 23, 2026 at 11:59pm PT",2026-08-23,23:59,PT,2026-08-24T06:59:00Z,historical-closed,ev-041,2026-09-04T23:00:00-06:00,"UTC conversion uses PDT"
dl-altc26,ed-altc-2027,historical_cfp_deadline,"Midnight BST on Tuesday, 28 July 2026",2026-07-28,00:00,BST,2026-07-27T23:00:00Z,historical-other-edition,ev-044,2026-09-04T23:00:00-06:00,"Belongs to ALTC26, not the unconfirmed 2027 edition; retained only as cadence evidence"
dl-pod-open,ed-pod-2026,cfp_open,"April 8, 2026",2026-04-08,,,,historical-closed,ev-048,2026-09-04T23:00:00-06:00,
dl-pod-cfp,ed-pod-2026,cfp_deadline,"May 7, 2026",2026-05-07,,,,historical-closed,ev-048,2026-09-04T23:00:00-06:00,"Extended deadline"
dl-training-cfp,ed-training-2027,cfp_deadline,"closed in mid-June",,,,,historical-closed,ev-050,2026-09-04T23:00:00-06:00,"No exact day published on reviewed FAQ; intentionally no ISO date"
