edition_id,event_id,edition_label,edition_url,start_date,end_date,date_status,city,country,mode,language,cfp_url,guidelines_url,cfp_status,eligibility,formats_and_durations,submission_requirements,compensation,travel_support,speaker_costs,recording_rights,accessibility,attendance_value,attendance_year,verified_at,source_ids,unknowns
ed-conf42-agents-2027,evt-conf42,Conf42 AI Agents 2027,https://www.conf42.com/agents2027,,,unknown,,Global,remote,English,https://www.conf42.com/,https://www.conf42.com/,unknown,Public CFP link shown for series; edition-specific intake/status not verified,,Prerecorded/online mechanics inferred from series format but not confirmed for 2027,,,,,Published online; exact license/rights unknown,9100,2026,2026-09-04T23:30:00-06:00,ev-conf42-series;ev-conf42-past1;ev-conf42-past2,Event date and deadline were not captured from the official edition page; do not treat generic CFP label as open.
ed-conf42-llm-2027,evt-conf42,Conf42 Large Language Models 2027,https://www.conf42.com/llms2027,2027-06-10,2027-06-10,exact,,Global,remote,English,https://www.conf42.com/,https://www.conf42.com/,unknown,Series shows Call For Papers but edition-specific intake not verified,,,,,,Published online; exact license/rights unknown,,9100,2026,2026-09-04T23:30:00-06:00,ev-conf42-series;ev-conf42-past1,"Deadline, economics, duration, and rights unknown."
ed-conf42-platform-2027,evt-conf42,Conf42 Platform Engineering 2027,https://www.conf42.com/platform2027,2027-11-18,2027-11-18,exact,,Global,remote,English,https://www.conf42.com/,https://www.conf42.com/,unknown,Series shows Call For Papers but edition-specific intake not verified,,,,,,Published online; exact license/rights unknown,,9100,2026,2026-09-04T23:30:00-06:00,ev-conf42-series;ev-conf42-past2,"Deadline, economics, duration, and rights unknown; must pitch planner as a platform control plane."
ed-ndc-london-2027,evt-ndc-london,NDC London 2027,https://ndclondon.com/,2027-01-25,2027-01-29,exact,London,United Kingdom,in-person,English,https://ndclondon.com/call-for-papers,https://ndclondon.com/call-for-papers,closed,Public CFP; prior speaking links requested if available,60-minute regular; 10-15-minute lightning; 60-120-minute workshop; two-day preconference workshop,Organizer asks submitters to limit portfolio to three or four proposals,,,,,,, ,2026-09-04T23:30:00-06:00,ev-ndc-current,"Closed before run date; economics, rights, accessibility, and attendance unknown."
ed-oop-2027,evt-oop,OOP 2027,https://www.oop-konferenz.de/de,2027-02-02,2027-02-05,exact,Munich,Germany,in-person,German/English; per-session policy unknown,https://www.oop-konferenz.de/de,https://www.oop-konferenz.de/de/programm/tracks,closed,,Talk/workshop formats not captured,,,,,,,120,2027,2026-09-04T23:30:00-06:00,ev-oop-current,"Closed before run date; economics, rights, and accessibility unknown."
ed-sag-2026,evt-sag,iSAQB Software Architecture Gathering 2026,https://www.software-architecture-gathering.com/,2026-11-16,2026-11-19,exact,Berlin,Germany,in-person,English,https://www.software-architecture-gathering.com/call-for-papers/,https://www.software-architecture-gathering.com/call-for-papers/,closed,Public CFP,45-minute session/keynote including Q&A; six-hour workshop,,,,,,,, ,2026-09-04T23:30:00-06:00,ev-sag-current,"Closed June 9; monitor next cycle. Economics, rights, accessibility, and attendance unknown."
ed-devnexus-2027,evt-devnexus,Devnexus 2027,https://devnexus.com/,,,announced,Atlanta,United States,in-person,English,https://devnexus.com/,https://devnexus.com/,unknown,,,2027 CFP page not found; 2026 CFP is historical only,,2026 had limited travel/hotel budget; no inference for 2027,,,,1500,2026,2026-09-04T23:30:00-06:00,ev-devnexus-series;ev-devnexus-past,"2027 dates, CFP, deadline, formats, and economics unknown; historical deadline cannot be reused."
ed-agenticdays-2027,evt-agenticdays,Agentic Engineering Days Zurich 2027,https://www.agenticdays.com/,,,announced,Zurich,Switzerland,in-person,English,https://www.agenticdays.com/,https://www.agenticdays.com/,announced-not-open,Organizer promises a 2027 CFP,,,,,,,,344,2026,2026-09-04T23:30:00-06:00,ev-aed-current,"2027 date, venue, deadline, formats, economics, rights, and accessibility unknown."
ed-kccnc-na-2027,evt-kccnc-na,KubeCon + CloudNativeCon North America 2027,https://events.linuxfoundation.org/about/calendar/,2027-11-08,2027-11-11,exact,New Orleans,United States,in-person,English,https://events.linuxfoundation.org/about/calendar/,https://events.linuxfoundation.org/about/calendar/,announced-not-open,,,,,,,,,,,2026-09-04T23:30:00-06:00,ev-lf-calendar,Official calendar says CFP details coming soon; all submission and economics details unknown.
ed-agntcon-na-2027,evt-agntcon-na,AGNTCon + MCPCon North America 2027,https://events.linuxfoundation.org/about/calendar/,2027-04-28,2027-04-29,exact,San Francisco,United States,in-person,English,https://events.linuxfoundation.org/about/calendar/,https://events.linuxfoundation.org/about/calendar/,announced-not-open,,,,,,,,,,,2026-09-04T23:30:00-06:00,ev-lf-calendar,"Official calendar says CFP details coming soon; route, formats, and economics unknown."
ed-agntcon-eu-2027,evt-agntcon-eu,AGNTCon + MCPCon Europe 2027,https://events.linuxfoundation.org/about/calendar/,2027-09-15,2027-09-16,exact,London,United Kingdom,in-person,English,https://events.linuxfoundation.org/about/calendar/,https://events.linuxfoundation.org/about/calendar/,announced-not-open,,,,,,,,,,,2026-09-04T23:30:00-06:00,ev-lf-calendar,"Official calendar says CFP details coming soon; route, formats, and economics unknown."
ed-oss-na-2027,evt-oss-na,Open Source Summit North America 2027,https://events.linuxfoundation.org/about/calendar/,2027-05-17,2027-05-19,exact,Vancouver,Canada,in-person,English,https://events.linuxfoundation.org/about/calendar/,https://events.linuxfoundation.org/about/calendar/,announced-not-open,,,,,,,,,,,2026-09-04T23:30:00-06:00,ev-lf-calendar,Official calendar says CFP details coming soon; exact AI/agent tracks and all submission economics unknown.
ed-mlops-community-rolling,evt-mlops-community,MLOps Community rolling routes,https://mlops.community/,,,unknown,,Global,hybrid/remote,English,https://mlops.community/,https://mlops.community/,unknown,Community participation; public standing speaker application not located,,"Past individual events expose a Submit a Talk route, but the checked agent-production event was closed",,,,,,,,2026-09-04T23:30:00-06:00,ev-mlops-series;ev-mlops-ended,No verified open route or deadline; geography and chapter-level process unknown.
ed-softwarearch-vienna-rolling,evt-softwarearch-vienna,Softwarearchitektur Wien meetup route,https://www.meetup.com/de-de/softwarearchitektur-wien/,,,unknown,Vienna,Austria,in-person,German/English unknown,https://www.meetup.com/de-de/softwarearchitektur-wien/,https://www.meetup.com/de-de/softwarearchitektur-wien/,unknown,Organizer contact/comments route only; no public CFP,,Past event had two or three speakers and 45-minute blocks,,,,,,,,2026-09-04T23:30:00-06:00,ev-vienna-current,"No evidenced public speaker application route, future date, or economics; community outreach is not authorized."
ed-dorscluc-2026,evt-dorscluc,DORS/CLUC 2026,https://2026.dorscluc.org/,2026-10-29,2026-10-30,exact,Zagreb,Croatia,in-person,English/Croatian unknown,https://2026.dorscluc.org/call-for-speakers/,https://2026.dorscluc.org/call-for-speakers/,unknown,"Talk must be on open-source hardware, software, policy, or philosophy",,Noncommercial; employer on one slide only; correctly licensed slides,,Organizer cannot cover travel or lodging unless otherwise specified,,Talk recorded and shared CC BY-SA 4.0,,,,2026-09-04T23:30:00-06:00,ev-dors-current,CFP deadline/status not visible in retrieved official page; talk needs an explicit open-source implementation angle.
