talk_id,edition_id,recommended_variant,proposed_title,pitch_angle,fit_reason,past_session_evidence_ids,audience_rating,topic_rating,timing_rating,readiness_rating,logistics_rating,reach_rating,known_points,evidence_coverage_percent,queue,constraints,next_action,next_check_date
adaptive-systems,ed-javaland-2027,conference talk,From Static Agent Wiring to Adaptive Runtime Policy,"Ground the planner in Java/JVM services, platform engineering, resilient architecture, and explicit authority boundaries","Open community CFP covers AI, architecture, platform, cloud, DevOps, deep dives, and practical lessons.",ev-javaland-past1;ev-javaland-past2,4,4,5,3,,4,74,78,verified actionable opportunities,"Deadline is close; current duration and economics were not captured; strongest only with a credible Java/JVM implementation angle.","Verify duration and speaker terms immediately; submit only if the talk can honestly foreground a JVM/cloud-native case rather than adding cosmetic Java references.",2026-09-05
adaptive-systems,ed-icsa-tutorial-2027,technical briefing,Designing Bounded Runtime Planners for Agentic Systems,"Interactive architecture briefing using planner contracts, resource governors, and evaluation gates","Exact software-architecture audience and AI-system relevance.",ev-icsa-past1;ev-icsa-past2,5,5,5,1,1,4,83,78,verified actionable opportunities,"Requires expansion or redesign as a tutorial/briefing; IEEE companion publication option; duration not captured.","Prefer SAIP technical talk; retain this as backup only after confirming duration and whether the demo can support an interactive briefing.",2026-11-01
adaptive-systems,ed-platform-day-eu-2027,25-minute presentation,The Agent Planner as a Platform Product,"Expose strategy selection, policy, quotas, observability, and human gates as platform capabilities","Good platform-team audience, but agent architecture is secondary to platform engineering.",ev-colocated-common,4,4,5,3,2,4,78,80,verified actionable opportunities,"Needs distinct platform-product framing and must not be a duplicate CNCF submission; 25-minute cut.","Use only as a backup if main KubeCon and Agentics Day positioning cannot be made distinct under the submission rules.",2026-09-18
adaptive-systems,ed-icsa-working-2027,90-minute working session,Who Gets to Change the Agent Strategy?,"Facilitate a practitioner/researcher design session on planner contracts, authority boundaries, and evidence for escalation","Strong theme fit but this is a collaborative working-session format, not the existing talk.",ev-icsa-past1;ev-icsa-past2,4,5,5,1,1,4,77,78,verified actionable opportunities,"Likely needs co-facilitators and a concrete public deliverable; 90-180 minutes.","Do not treat as deck-ready; pursue only if collaborators and a workshop deliverable are identified by September 15.",2026-09-15
adaptive-systems,ed-thinkai-2027,15-minute tech talk,When an AI System Should Escalate Instead of Guess,"Compress to one concrete implementation story about uncertainty, policy limits, and human escalation","Strong agentic AI/reality-check/responsible AI themes, but the organizer requires an actual implementation and measurable learning.",ev-thinkai-current,4,4,2,5,,3,65,72,upcoming/rolling routes to prepare for,"CFP not open; real implementation/results requirement may be a hard barrier because supplied materials describe a deterministic fixture, not deployed infrastructure.","Do not prepare a submission until Dan confirms a truthful real-world implementation story that meets the guidelines.",2026-10-15
adaptive-systems,ed-conf42-llm-2027,remote recorded talk,Routing Models and Tools Without Surrendering Control,"Model routing, test-time allocation, budget caps, and evaluation-based strategy promotion","Relevant online LLM audience; weaker than dedicated agent edition.",ev-conf42-past1,4,4,2,4,5,3,73,65,upcoming/rolling routes to prepare for,"Edition-specific intake/deadline and rights unverified.","Monitor edition page and prioritize Conf42 AI Agents if both routes open.",2027-01-15
adaptive-systems,ed-conf42-platform-2027,remote recorded talk,The Runtime Planner Is a Platform Control Plane,"Platform APIs for bounded strategy selection and governed promotion","Relevant to platform practitioners if reframed away from generic agent design.",ev-conf42-past2,4,4,2,4,5,3,73,65,upcoming/rolling routes to prepare for,"Edition-specific intake/deadline and rights unverified; late horizon.","Monitor; build a platform-specific abstract only after the AI Agents route is resolved.",2027-03-15
adaptive-systems,ed-agenticdays-2027,conference talk,Building Adaptive Agent Systems Under Hard Limits,"Production agent platforms, policy, cost, observability, and honest failure modes","Excellent topical audience and program; 2027 CFP promised but not open.",ev-aed-current,5,5,1,3,,3,68,62,historical fits to monitor for a new cycle,"No 2027 dates or terms; 2026 selected 38+ of 344 proposals, suggesting strong competition.","Watch the official page for the promised 2027 CFP; use 2026 session list to avoid duplication when it opens.",2027-03-01
adaptive-systems,ed-kccnc-na-2027,30-minute session,Adaptive Agent Planning on Cloud-Native Control Planes,"Same core as Europe, with a fresh implementation or materially different evidence if submitted within one year","Excellent audience and likely track fit based on Europe 2027, but North America CFP details are not yet published.",ev-lf-calendar;ev-kccnc-past,5,5,1,5,,5,74,60,upcoming/rolling routes to prepare for,"Repeat-talk rules may prohibit reuse after Europe; no current CFP details.","When CFP opens, verify tracks, repeat-talk rule, and whether a materially updated variant is eligible.",2027-02-01
adaptive-systems,ed-agntcon-na-2027,conference talk,Adaptive Agent Systems Need Resource and Authority Governors,"Agent/MCP architecture with evidence-driven escalation","Direct agent/MCP venue announced by Linux Foundation; details forthcoming.",ev-lf-calendar,5,5,1,5,,4,73,58,upcoming/rolling routes to prepare for,"No CFP, format, rules, or economics published.","Check official Linux Foundation event calendar and event page for CFP publication.",2026-10-01
adaptive-systems,ed-agntcon-eu-2027,conference talk,Adaptive Agent Systems Need Resource and Authority Governors,"Agent/MCP architecture with evidence-driven escalation","Direct agent/MCP venue announced by Linux Foundation; details forthcoming.",ev-lf-calendar,5,5,1,5,,4,73,58,upcoming/rolling routes to prepare for,"No CFP, format, rules, or economics published; reuse may conflict with Linux Foundation repeat rule.","Check official event page when created and evaluate against any earlier Linux Foundation appearance.",2027-02-01
adaptive-systems,ed-oop-2027,40-minute talk,Adaptive AI Architectures Beyond the Hype,"Bounded orchestration, cost controls, observability, and responsible architecture","2027 track is almost a word-for-word topical fit, but the CFP is closed.",ev-oop-current,5,5,0,5,,4,69,72,historical fits to monitor for a new cycle,"Closed; likely German/English session constraints and economics unknown.","Monitor the 2028 CFP; use 2027 track language to prepare a tightly architecture-led abstract.",2027-04-01
adaptive-systems,ed-sag-2026,45-minute session,Adaptive AI Architecture Without Unbounded Autonomy,"AI-era architecture decisions, resilience, adaptability, and practice lessons","Exceptional series fit, but the 2026 call closed before the run.",ev-sag-current,5,5,0,5,,4,69,72,historical fits to monitor for a new cycle,"Closed June 9; no 2027 edition yet confirmed.","Monitor official site for the next annual CFP; do not reuse the 2026 deadline as a forecast.",2027-03-01
adaptive-systems,ed-devnexus-2027,conference talk,Adaptive AI Systems for Enterprise Platforms,"Architecture and AI infrastructure for enterprise developers","Audience and historical tracks fit, but no verified 2027 CFP or dates were found.",ev-devnexus-series;ev-devnexus-past,4,4,1,3,,4,58,55,historical fits to monitor for a new cycle,"Current edition details absent; Java ecosystem context needed.","Recheck official site for a 2027 announcement; do not infer the deadline from 2026.",2026-10-01
adaptive-systems,ed-oss-na-2027,conference session,Open Control Planes for Adaptive Agent Systems,"Open-source planner contracts, policy engines, and observability","Broad open-source audience; fit depends on demonstrable open-source components.",ev-lf-calendar,4,3,1,5,,5,58,52,upcoming/rolling routes to prepare for,"CFP details coming soon; base talk has no explicit open-source project dependency.","Wait for track descriptions and submit only if an authentic open-source implementation angle exists.",2026-11-01
adaptive-systems,ed-mlops-community-rolling,virtual tech talk,Operationalizing Adaptive Agent Planning,"Evaluation, routing, observability, and governance for production AI","Strong practitioner community and remote-friendly formats, but no open intake was verified.",ev-mlops-series;ev-mlops-ended,5,4,1,4,5,4,76,55,upcoming/rolling routes to prepare for,"Public route is unclear; past event-specific talk form was closed; no outreach authorized.","Monitor the public events portal for a matching event with a live Submit a Talk control.",2026-10-01
adaptive-systems,ed-softwarearch-vienna-rolling,45-minute meetup talk,Building Adaptive AI Systems Under Constraints,"Architecture-focused community version with concrete planner contracts and tradeoffs","Small architecture community has hosted 45-minute-style practical talks and AI-adjacent content.",ev-vienna-current,4,4,1,5,,2,60,50,upcoming/rolling routes to prepare for,"No public CFP or future event date; language and travel economics unknown.","Keep as a community lead; take no outreach action unless the user later authorizes it and a public route is evidenced.",2026-11-01
adaptive-systems,ed-dorscluc-2026,conference talk,An Open Planner for Bounded Agent Systems,"Open-source policy engine for agent routing, budget, and authority","Regional route inspected; architecture/AI theme is relevant only with a real open-source project.",ev-dors-current,3,3,2,4,0,2,51,70,upcoming/rolling routes to prepare for,"CFP status/deadline unverified; travel/lodging not covered; recording is CC BY-SA 4.0; open-source requirement is a barrier for the current fixture-only talk.","Exclude unless Dan has an open-source implementation and the organizer confirms the CFP remains open.",2026-09-08
adaptive-systems,ed-experts-live-uk-2027,45-minute talk,Bounded AI Agents in the Microsoft Estate,"Governance and escalation for Copilot/agent workflows","Some topical overlap, but audience is specifically Microsoft 365/Copilot operations.",ev-eluk-current,2,3,2,4,3,3,52,78,upcoming/rolling routes to prepare for,"CFP not open and dates provisional; requires real Microsoft production story not supplied.","Exclude unless Dan confirms relevant Microsoft-estate experience; otherwise monitor only.",2026-10-01
adaptive-systems,ed-ndc-london-2027,60-minute talk,Building Adaptive and Dynamic AI Systems,"General developer-conference expansion with deeper implementation detail","Excellent topic list and audience, but the CFP closed August 30 before the run.",ev-ndc-current,5,5,0,3,,4,65,78,historical fits to monitor for a new cycle,"Closed; 60-minute regular format requires expansion.","Monitor the next NDC London cycle and other NDC regional editions; never treat this closed page as actionable.",2027-03-01
