evidence_id,event_id,edition_id,field_supported,claim_or_excerpt,url,page_title,publisher,source_type,published_date,accessed_at,confidence,conflict_notes
src-platformcon-evals,ev-platformcon-sf,ed-platformcon-sf-2027,past_program_fit,"2026 official session From Tool Rollouts to GenAI Platform Products covered evals, context packages, governance, and model gateways.",https://platformcon.com/sessions/from-tool-rollouts-to-genai-platform-products-evals-cost-and-governance,From Tool Rollouts to GenAI Platform Products,PlatformCon,official program,2026-06-22,2026-09-04T12:00:00-06:00,high,
src-kubecon-eu-cfp,ev-kubecon-eu,ed-kubecon-eu-2027,cfp_status;deadline;formats;requirements,"Official CFP closes October 11 at 23:59 CEST; Agentic AI and AI Inference tracks include context, tools, evaluation, benchmarking, and production operations.",https://events.linuxfoundation.org/kubecon-cloudnativecon-europe/program/cfp/,KubeCon Europe Call for Proposals,CNCF / Linux Foundation,official CFP,,2026-09-04T12:00:00-06:00,high,
src-kubecon-eu-home,ev-kubecon-eu,ed-kubecon-eu-2027,dates;location;audience,"Official homepage confirms March 15–18 2027 in Barcelona for cloud-native adopters and technologists.",https://events.linuxfoundation.org/kubecon-cloudnativecon-europe/,KubeCon + CloudNativeCon Europe,CNCF / Linux Foundation,official event page,,2026-09-04T12:00:00-06:00,high,
src-cnai-day,ev-cnai-day,ed-cnai-day-2027,cfp_status;deadline;topic_fit;formats,"Official page accepts proposals through October 18 2026, explicitly lists RAG and AI Agents, and offers 25-minute presentations and 10-minute lightning talks.",https://events.linuxfoundation.org/kubecon-cloudnativecon-europe/co-located-events/cloud-native-ai-inference-day-europe/,Cloud Native AI + Inference Day,CNCF / Linux Foundation,official CFP,,2026-09-04T12:00:00-06:00,high,
src-cncf-colocated-faq,ev-cnai-day,ed-cnai-day-2027,speaker_costs;recordings,"Official overview says accepted speakers receive an all-access pass and sessions are recorded for CNCF YouTube; CFP opened September 2.",https://events.linuxfoundation.org/kubecon-cloudnativecon-europe/co-located-events/cncf-hosted-co-located-events-overview/,CNCF-hosted Co-located Events Overview,CNCF / Linux Foundation,official FAQ,,2026-09-04T12:00:00-06:00,high,
src-platform-day,ev-platform-day,ed-platform-day-2027,cfp_status;deadline;topic_fit;formats,"Official page accepts proposals through October 18 2026 and names agentic platforms, platform engineering and AI, and 25-minute presentations.",https://events.linuxfoundation.org/kubecon-cloudnativecon-europe/co-located-events/platform-engineering-day/,Platform Engineering Day,CNCF / Linux Foundation,official CFP,,2026-09-04T12:00:00-06:00,high,
src-aoma-cfp,ev-aoma,ed-aoma-2027,cfp_status;deadline;format;travel_support;topic_fit,"Official CFP closes October 23 2026 at 23:59 CET; 40-minute English sessions; AI architecture and adoption pitfalls are explicit; accommodation up to EUR300 and some travel are covered.",https://aoma-conference.com/2027/cfp/,AOmA 2027 Call for Proposals,AOmA,official CFP,,2026-09-04T12:00:00-06:00,high,"Source says CET on a date when Berlin commonly observes CEST; retained verbatim"
src-aoma-history,ev-aoma,ed-aoma-2027,history;past_program_fit,"Official site links 2022, 2023, 2025, and 2026 archives and says Agile meets Architecture was renamed AOmA.",https://aoma-conference.com/2027/cfp/,AOmA 2027 Call for Proposals,AOmA,official CFP,,2026-09-04T12:00:00-06:00,medium,"No two named AI sessions verified"
src-srecon27-cfp,ev-srecon,ed-srecon-2027,cfp_status;deadline;formats;eligibility;topic_fit,"Official CFP closes November 19 2026 at 23:59 Pacific; 15+5 and 35+10 formats; theme asks what remains foundational as AI changes technical work.",https://www.usenix.org/conference/srecon27americas/call-for-participation,SREcon27 Americas Call for Participation,USENIX,official CFP,,2026-09-04T12:00:00-06:00,high,
src-srecon26-agents,ev-srecon,ed-srecon-2027,past_program_fit,"2026 session AI Agents for Incident Investigation examined context gathering, failure, and operational limits in real on-call work.",https://www.usenix.org/conference/srecon26americas/presentation/budichenko,AI Agents for Incident Investigation,USENIX,official program,2026-03-24,2026-09-04T12:00:00-06:00,high,
src-srecon26-language,ev-srecon,ed-srecon-2027,past_program_fit,"2026 program included Talking to/with Machines and an AI-networking terminology bridge, showing appetite for translation-with-boundaries talks.",https://www.usenix.org/conference/srecon26americas/program,SREcon26 Americas Conference Program,USENIX,official program,2026-03-26,2026-09-04T12:00:00-06:00,high,"Two related sessions on same program page"
src-dutch-ai-cfp,ev-dutch-ai,ed-dutch-ai-2027,cfp_status;deadline;audience;travel_support,"Official call closes December 18, targets developers and architects, rejects prompt-cowboy content, and covers travel, entry, and hotel for accepted speakers.",https://aiconference.nl/meet-the-speakers/call-for-presentations/,Dutch AI Conference Call for Presentations,Dawn Technology,official CFP,2026-08-31,2026-09-04T12:00:00-06:00,high,"Page contains stale March 10–12 dates alongside March 16–18 2027 header/footer"
src-dutch-ai-rag,ev-dutch-ai,ed-dutch-ai-2027,past_program_fit,"2026 session Building Voice AI Agent That Listens... covered RAG infrastructure, function calling, context, and production edge cases.",https://aiconference.nl/session/building-voice-ai-agent-that-listens-understands-and-most-importantly-sells/,Building Voice AI Agent,Dutch AI Conference,official program,2026-03-12,2026-09-04T12:00:00-06:00,high,
src-dutch-ai-vector,ev-dutch-ai,ed-dutch-ai-2027,past_program_fit,"2026 schedule included Reduce LLM Calls with Vector Search Design Patterns and Build Your Own MCP Server.",https://aiconference.nl/schedule-2026/,Dutch AI Conference 2026 Schedule,Dutch AI Conference,official program,2026-03-12,2026-09-04T12:00:00-06:00,high,
src-arc-home,ev-arc,ed-arc-2027,dates;audience;route;eligibility,"Official site confirms January 12–14 2027 in Abu Dhabi, offers Apply to Speak, and says peer-reviewed speakers must be practitioners who own real production decisions.",https://futurewitharc.com/,ARC Software Architecture & Engineering Conference,ARC,official event/application page,,2026-09-04T12:00:00-06:00,high,"No deadline or format found"
src-dod-raleigh,ev-dod-raleigh,ed-dod-raleigh-2027,status;deadline;formats;requirements,"Official page says CFP opens September 1 2026 and closes January 1 2027; 30-minute/Ignite/Open Space formats; notification date is impossible.",https://devopsdays.org/events/2027-raleigh/propose/,DevOpsDays Raleigh – Propose,DevOpsDays Raleigh,official CFP,,2026-09-04T12:00:00-06:00,high,"Notification date equals opening and precedes close"
src-dod-la,ev-dod-la,ed-dod-la-2027,status;format;requirements,"Local official page confirms April 2 2027, 30–40-minute and 10-minute formats, and noncommercial/local preferences, but says CFP TBD.",https://devopsdays.org/events/2027-los-angeles/propose/,DevOpsDays Los Angeles – Propose,DevOpsDays Los Angeles,official CFP page,,2026-09-04T12:00:00-06:00,high,"Conflicts with global official index"
src-dod-global,ev-dod-la,ed-dod-la-2027,status;deadline,"Official global speaking index labels Los Angeles open with a November 1 deadline.",https://devopsdays.org/speaking/,Speaking at DevOpsDays,DevOpsDays,official series page,,2026-09-04T12:00:00-06:00,high,"Local page says CFP TBD"
src-voxxed-lux,ev-voxxed-lux,ed-voxxed-lux-2027,dates;status;topic_fit;history,"Official page confirms June 21–22 2027, says CFP will run from early November through December 2026, and lists architecture, AI, ML, cloud, testing, and DevOps topics.",https://luxembourg.voxxeddays.com/en/,Voxxed Days Luxembourg 2027,Voxxed Days Luxembourg,official event page,,2026-09-04T12:00:00-06:00,high,"Exact CFP dates not published"
src-qcon-london,ev-qcon-london,ed-qcon-london-2027,dates;audience;topic_fit;attendance,"Official page confirms April 13–16 2027 and tracks on Engineering AI Systems, evals, agent architecture, data, and platforms; 75+ speakers and 11:1 attendee ratio claimed.",https://qconlondon.com/,QCon London 2027,C4Media / InfoQ,official event page,,2026-09-04T12:00:00-06:00,high,
src-qcon-selection,ev-qcon-london,ed-qcon-london-2027,route;eligibility;travel_support,"Official FAQ says there is no formal CFP, speakers are usually invited, but a spontaneous-submission form exists; QCon says it budgets travel and accommodation for speakers.",https://qconlondon.com/faq/apr2025,QCon London FAQ,C4Media / InfoQ,official FAQ,,2026-09-04T12:00:00-06:00,high,"Not an open CFP"
src-qcon-sf,ev-qcon-sf,ed-qcon-sf-2026,dates;program_fit;status,"Official roster confirms November 16–20 2026 and includes AI architecture, GenAI search, MLOps, and distributed-systems practitioners; speaker count is effectively full.",https://qconsf.com/speakers/nov2026,QCon San Francisco 2026 Speakers,C4Media / InfoQ,official program,,2026-09-04T12:00:00-06:00,high,
src-haystack-program,ev-haystack,ed-haystack-2026,dates;program_fit;format,"Official 2026 program on September 15–16 includes Search Replatforming for Humans and AI, Beyond RAG, semantic search, learned reranking, and 45-minute talks.",https://haystackconf.com/sessions/,HaystackConf Sessions,Haystack Conference,official program,2026-09-15,2026-09-04T12:00:00-06:00,high,"Topic saturation makes a basic glossary pitch weak"
src-haystack-history,ev-haystack,ed-haystack-2026,history;past_program_fit,"Official archives preserve prior talks and slides on sparse/dense retrieval, hybrid search, and retrieval test collections.",https://archive.haystackconf.com/,Haystack Conference Archive,Haystack Conference,official archive,,2026-09-04T12:00:00-06:00,high,
src-berlin-buzzwords-cfp,ev-berlin-buzzwords,ed-berlin-buzzwords-monitor,history;topic_fit;status,"Official 2026 call is closed and sought search, relevance engineering, AI/ML, infrastructure, and testing content.",https://2026.berlinbuzzwords.de/call-for-papers/,Berlin Buzzwords Call for Papers,Plain Schwarz,official historical CFP,,2026-09-04T12:00:00-06:00,high,"No 2027 call confirmed"
src-ndc-london-cfp,ev-ndc-london,ed-ndc-london-2027,status;deadline;formats;topic_fit,"Official 2027 CFP is closed after August 30 2026; topics included AI agents, architecture, cloud, platform engineering, and SRE; 60-minute and 10–15-minute formats.",https://ndclondon.com/call-for-papers,Call for Papers – NDC London,NDC Conferences,official CFP,,2026-09-04T12:00:00-06:00,high,
src-leaddev-home,ev-leaddev-london,ed-leaddev-london-2027,dates;audience,"Official site lists LDX3 London June 28–29 2027 and serves engineering leaders from tech leads through executives.",https://leaddev.com/,LeadDev,LeadDev,official event page,,2026-09-04T12:00:00-06:00,high,
src-leaddev-past,ev-leaddev-london,ed-leaddev-london-2027,past_program_fit,"2026 agenda included The Manager's Path in the Age of AI, explicitly separating genuine change from durable skills, plus sessions on AI tooling and context.",https://leaddev.com/leaddev-new-york/agenda/,LDX3 New York 2026 Agenda,LeadDev,official program,2026-09-15,2026-09-04T12:00:00-06:00,high,
src-mlops-meetups,ev-mlops-community,ed-mlops-rolling,audience;history;route,"Official network page says local groups meet monthly or quarterly with two to three speakers and include ML engineers, software engineers, researchers, product managers, and founders.",https://mlops.community/meetups,MLOps Meetups Worldwide,MLOps Community,official community page,,2026-09-04T12:00:00-06:00,high,"No universal proposal form or dated route"
src-ai-tink-seattle,ev-ai-tink-seattle,ed-ai-tink-seattle-monitor,historical_route;topic_fit;format,"Official past proposal page requested live demos on repo context, embeddings, MCP, agents, and evals in a roughly two-minute format with Q&A.",https://seattle.aitinkerers.org/meetup/mu_WvmmoUs4VSY/speaking,AI Dev Tool Track – Seattle Meetup,AI Tinkerers Seattle,official historical proposal page,2025-09-08,2026-09-04T12:00:00-06:00,high,"Historical and closed"
src-ai-tink-calgary,ev-ai-tink-calgary,ed-ai-tink-calgary-monitor,historical_route;topic_fit;format,"Official past call requested 5–15-minute talks/demos and programmed Hierarchical Knowledge RAG.",https://calgary.aitinkerers.org/p/ai-tinkerers-calgary-meetup-thursday-october-30-2025,AI Tinkerers Calgary Meetup,AI Tinkerers Calgary,official historical event page,2025-10-30,2026-09-04T12:00:00-06:00,high,"Historical and closed"
src-ai-tink-boston,ev-ai-tink-boston,ed-ai-tink-boston-monitor,historical_route;status,"Official proposal page focused on LangChain and related frameworks and explicitly says it is not accepting proposals.",https://boston.aitinkerers.org/meetup/mu_G1FdVK6XFgw/speaking,AI Tinkerers Boston Talk Proposal,AI Tinkerers Boston,official historical proposal page,2025-08-25,2026-09-04T12:00:00-06:00,high,"Historical and closed"
src-trec-home,ev-trec,ed-trec-2026,dates;history;topic_fit,"NIST describes a three-decade evaluation workshop; 2026 conference is November 16–18 and includes RAG and multilingual RAG tracks.",https://trec.nist.gov/,Text REtrieval Conference,NIST,government program page,,2026-09-04T12:00:00-06:00,high,
src-trec-cfp,ev-trec,ed-trec-2026,route;eligibility;requirements,"Official call requires organizations to participate in evaluation tracks and present run results; all groups get poster space and some get plenary talks.",https://trec.nist.gov/cfp.html,Call for Participation in TREC 2026,NIST,government call,,2026-09-04T12:00:00-06:00,high,"Not an ordinary speaker CFP; anticipated timeline TBA"
src-naacl-cfp,ev-naacl,ed-naacl-2027,route;eligibility;topic_fit,"Official call includes IR/RAG and agents but requires original peer-reviewed paper submission and ARR commitment.",https://2027.naacl.org/calls/main_conference_papers/,NAACL 2027 Main Conference Papers,NAACL / ACL,official research CFP,,2026-09-04T12:00:00-06:00,high,"Research-paper route, not a talk CFP"
