event_id,event_name,organizer,opportunity_type,series_url,public_contact_url,audience,history_summary,history_source_ids
ev-qcon-sf,QCon San Francisco,C4Media / InfoQ,curated software conference,https://qconsf.com/,https://qconferences.com/third-party-social-media,"Senior software engineers, architects, staff-plus engineers, and technical leaders","Recurring curated conference; 2026 speaker roster includes AI architecture, GenAI search, and MLOps practitioners.",src-qcon-sf
ev-haystack,Haystack Conference,OpenSource Connections,search practitioner conference,https://haystackconf.com/,https://haystackconf.com/,"Search, relevance, information-retrieval, and AI engineers","Long-running search practitioner conference with extensive session and slide archives; 2026 program is unusually saturated with RAG and retrieval content.",src-haystack-program;src-haystack-history
ev-berlin-buzzwords,Berlin Buzzwords,Plain Schwarz,search/data/infrastructure conference,https://berlinbuzzwords.de/,https://berlinbuzzwords.de/contact,"Search, relevance, data, streaming, storage, and infrastructure practitioners","Community-driven conference whose search lineage now uses topical tags rather than rigid tracks.",src-berlin-buzzwords-cfp
ev-ndc-london,NDC London,NDC Conferences,developer conference,https://ndclondon.com/,https://ndclondon.com/call-for-papers,"Software developers, architects, and technical leaders","Recurring broad developer event; 2027 CFP included AI, architecture, cloud, platform engineering, and SRE.",src-ndc-london-cfp
ev-leaddev-london,LDX3 London / LeadDev,LeadDev,engineering-leadership conference,https://leaddev.com/,https://leaddev.com/contact-us,"Tech leads, staff-plus engineers, engineering managers, directors, VPs, and CTOs","Recurring engineering-leadership series; 2026 programs examined what AI changes and which engineering skills remain durable.",src-leaddev-home;src-leaddev-past
ev-mlops-community,MLOps Community Meetups,MLOps Community,global community meetup network,https://mlops.community/meetups,https://mlops.community/meetups,"ML engineers, data scientists, software engineers, AI researchers, product managers, and technical founders","Global network says local groups host monthly or quarterly meetings with two to three speakers.",src-mlops-meetups
ev-ai-tink-seattle,AI Tinkerers Seattle,AI Tinkerers Seattle,community demo meetup,https://seattle.aitinkerers.org/,https://seattle.aitinkerers.org/,"Hands-on AI builders and developer-tool practitioners","Past call focused on repo context, embeddings, MCP, agents, and evaluation in short live demos.",src-ai-tink-seattle
ev-ai-tink-calgary,AI Tinkerers Calgary,AI Tinkerers Calgary,community demo meetup,https://calgary.aitinkerers.org/,https://calgary.aitinkerers.org/,"Technical AI builders and experimenters","Past call accepted 5–15-minute talks/demos and programmed Hierarchical Knowledge RAG.",src-ai-tink-calgary
ev-ai-tink-boston,AI Tinkerers Boston,AI Tinkerers Boston,community demo meetup,https://boston.aitinkerers.org/,https://boston.aitinkerers.org/,"Technical AI builders using LangChain and related frameworks","Past event had a public proposal page but is closed; future chapter events remain monitoring leads.",src-ai-tink-boston
ev-trec,Text REtrieval Conference,National Institute of Standards and Technology,evaluation workshop,https://trec.nist.gov/,https://trec.nist.gov/cfp.html,"Information-retrieval and NLP researchers and evaluation teams","NIST has run TREC for more than three decades; 2026 includes RAG and multilingual RAG evaluation tracks.",src-trec-home;src-trec-cfp
ev-naacl,NAACL Conference,Association for Computational Linguistics,research conference,https://2027.naacl.org/,https://2027.naacl.org/calls/main_conference_papers/,"NLP and information-retrieval researchers","Peer-reviewed research venue with explicit information-retrieval, RAG, and agent topics.",src-naacl-cfp
