talk_id,edition_id,recommended_variant,proposed_title,pitch_angle,fit_reason,past_session_evidence_ids,audience_rating,topic_rating,timing_rating,readiness_rating,logistics_rating,reach_rating,known_points,evidence_coverage_percent,queue,constraints,next_action,next_check_date
free-tier,ed-tokenomicon-london-2027,30-minute talk,"Building AI Products That Survive the End of the Free Tier","Token allocation, forecasting, cost to serve, and price sensitivity","Organizer taxonomy directly includes cost-to-serve and cost per call.",src-tokenomics-events;src-tokenomics-stack,5,5,2,5,,3,80,72,upcoming/rolling routes to prepare for,"No public CFP yet; travel and economics unknown","Monitor organizer page for an editorial CFP and do not substitute sponsorship enquiry.",2026-10-15
free-tier,ed-dod-almaty-2026,30-minute talk,"The Cost Model Is Part of the Architecture","Operational AI cost risk for a broad DevOps audience","Open regional community route with a matching event format family.",src-dod-global-speaking,,3,4,4,,,55,36,verified actionable opportunities,"Deadline is official but local rules/form were not extractable; travel, language, economics, and audience detail unknown","Recheck the local propose page before deciding whether the October 1 deadline is usable.",2026-09-10
free-tier,ed-dod-telaviv-2026,30-minute talk,"The Cost Model Is Part of the Architecture","Dependency and cost risk in AI-enabled services","Local page supports exact 30-minute format and no-vendor-pitch positioning.",src-dod-telaviv-propose,,3,2,5,,,50,48,upcoming/rolling routes to prepare for,"Official open-status conflict; language, travel/safety, and economics unknown","Do not rely on September 25 until the local page and global index agree.",2026-09-10
free-tier,ed-tokenomicon-amsterdam-2026,30-minute talk,"Building AI Products That Survive the End of the Free Tier","Token economics and cost-to-serve","Exact topical audience but the edition is imminent and no official open route was verified.",src-tokenomics-stack,5,5,0,5,,3,68,55,historical fits to monitor for a new cycle,"Closed/imminent; historical deadline found only in a non-primary source and therefore omitted","Use the program as fit evidence and monitor a future Amsterdam edition.",2027-03-01
free-tier,ed-srecon-next,35-minute future-cycle talk,"The Reliability Budget Includes the AI Bill","Connect price and quota sensitivity to graceful degradation, capacity planning, and reliability","SRE audience is adjacent and prior call welcomed AI, platform engineering, and system tradeoffs.",src-srecon26-cfp;src-srecon26-cost-session,4,3,1,4,2,4,57,82,historical fits to monitor for a new cycle,"No current edition; economics thesis needs stronger reliability mechanics and real-world examples","Monitor USENIX for the next SREcon call; develop failure-mode and capacity-control examples first.",2027-03-01
free-tier,ed-kubecon-na-2026,30-minute future-cycle talk,"The Cost Model Is Part of the Architecture","Cloud-native AI economics tied to utilization and workload design","Strong adjacent technical audience and repeatable flagship series, but 2026 CFP is closed.",src-kubecon-na-cfp;src-kubecon-na-cost-session,5,4,0,5,,5,72,78,historical fits to monitor for a new cycle,"Closed; next North America CFP not verified","Use KubeCon Europe response and program evidence to decide whether to monitor 2027 North America.",2027-01-15
free-tier,ed-ndc-london-2027,60-minute expanded talk,"Building AI Products That Survive the End of the Free Tier","AI architecture and cloud economics for general developers","AI, cloud, architecture, platform engineering, and SRE were explicit 2027 topics.",src-ndc-london-cfp,,4,0,2,,,30,45,historical fits to monitor for a new cycle,"2027 CFP closed; regular slot requires 20 minutes of expansion or use lightning format","Monitor the next NDC London call and prepare either a 15-minute lightning or full 60-minute version.",2027-05-01
free-tier,ed-saastock-eu-2027,founder talk,"Your AI Gross Margin Has an Expiration Date","Cost-to-serve and durable pricing for AI-native B2B founders","Audience fit is direct and organizer archive is extensive.",src-saastock-speakers;src-saastock-home,5,5,1,4,,4,67,65,upcoming/rolling routes to prepare for,"No public editorial speaker route found; acquisition/rebrand creates uncertainty; sponsorship is separate","Monitor for a public editorial application; do not use sponsor messaging as a CFP.",2026-11-15
free-tier,ed-saastock-us-2027,founder talk,"Your AI Gross Margin Has an Expiration Date","Cost-to-serve and durable pricing for AI-native B2B founders","Audience fit is direct but route evidence is weak.",src-saastock-speakers;src-saastock-home,5,5,1,4,,4,67,65,upcoming/rolling routes to prepare for,"No public editorial speaker route; acquisition/rebrand; sponsor-first page","Monitor for a public editorial application.",2027-01-15
free-tier,ed-cloudfest-2027,30-minute executive talk,"The Cost Model Is Part of the Architecture","AI cost assumptions for cloud infrastructure executives","Cloud and internet-infrastructure audience and value theme fit; reach is strong.",src-cloudfest-2027,4,4,1,5,,5,63,58,upcoming/rolling routes to prepare for,"No editorial CFP found; partner page offers speaking through commercial packages","Keep as invitation-only lead; exclude partner speaking from editorial shortlist.",2026-11-15
free-tier,ed-finops-berlin-rolling,30-minute meetup talk,"Building AI Products That Survive the End of the Free Tier","AI cloud-cost governance for developers and CTOs","Specialist audience and active regional history.",src-finops-berlin,5,5,2,5,,2,76,58,upcoming/rolling routes to prepare for,"No explicit speaker invitation or dated event; language and economics unknown","Monitor new events for a public call before using organizer message route.",2026-10-15
free-tier,ed-finops-chicago-rolling,30-minute virtual meetup,"Building AI Products That Survive the End of the Free Tier","SaaS FinOps and cost per successful AI outcome","Only prior event is almost exact topical evidence and was online.",src-finops-chicago,5,5,1,5,,1,68,50,upcoming/rolling routes to prepare for,"Very small and nascent; no explicit speaker route or next event","Monitor for a second event and dated speaker invitation.",2026-12-01
free-tier,ed-cncf-thane-monitor,30-minute community talk,"The Cost Model Is Part of the Architecture","Move from cluster cost optimization to AI workload cost per useful outcome","Prior dedicated FinOps agenda and public submission route show exact local interest.",src-cncf-thane-finops,4,5,1,5,,2,70,55,historical fits to monitor for a new cycle,"No current event/CFP; travel, language, and economics unknown","Monitor chapter listings for another FinOps theme; do not reuse expired 2025 form.",2027-01-10
free-tier,ed-cncf-montreal-monitor,30-minute community talk,"The Cost Model Is Part of the Architecture","Extend Kubernetes bill-shock into AI inference and dependency economics","Prior chapter agenda featured Kubernetes bill shock and accepted community talk submissions.",src-cncf-montreal,4,4,1,5,,2,65,52,historical fits to monitor for a new cycle,"No current event/CFP; bilingual context and travel unknown","Monitor chapter for a current speaker form or cost-focused event.",2027-01-10
free-tier,ed-finops-virtual-commercial,commercial member presentation,"Building AI Products That Survive the End of the Free Tier","FinOps for AI and unit economics","Audience fit is high but access is tied to paid membership rather than editorial selection.",src-finops-paid-placement,5,5,0,5,0,4,60,70,exclusions,"PAID PLACEMENT; no payment authorized; separate commercial category","Do not pursue as a speaking opportunity under this research mandate.",
