edition_id,event_id,edition_label,edition_url,start_date,end_date,date_status,city,country,mode,language,cfp_url,guidelines_url,cfp_status,eligibility,formats_and_durations,submission_requirements,compensation,travel_support,speaker_costs,recording_rights,accessibility,attendance_value,attendance_year,verified_at,source_ids,unknowns
ed-cloudfest-2027,ev-cloudfest,CloudFest 2027,https://www.cloudfest.com/event,2027-03-15,2027-03-18,exact,Rust,Germany,in-person,English,,,invitation-only-or-unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,"10,000+ participants and 250+ speakers claimed",2027,2026-09-04T12:00:00-06:00,src-cloudfest-2027;src-cloudfest-partner,"No public editorial CFP verified; partner packages may include speaking and must remain separate"
ed-srecon-next,ev-srecon,SREcon Americas next cycle,https://www.usenix.org/srecon,,,,,USA,in-person,English,,,no-current-edition-confirmed,"Prior call welcomed technologists in any country; speakers submit their own proposals","Prior cycle: 15+5 Q&A or 35+10 Q&A; 4-minute lightning","Prior cycle used two-phase submission and requested technical guidance/experience",unknown,"Prior cycle grants did not guarantee or fully cover speaker costs","Speaker registration instructions provided after acceptance","Prior presenters sign consent allowing public audio/slides/video",https://www.usenix.org/conference/srecon26americas,"Open-access slides and recordings",2026,2026-09-04T12:00:00-06:00,src-srecon26-cfp;src-srecon26-home;src-srecon26-presenters,"No 2027/2028 edition or CFP confirmed; free-tier talk needs a stronger reliability and system-capacity angle"
ed-kubecon-na-2026,ev-kubecon-na,KubeCon + CloudNativeCon North America 2026,https://events.linuxfoundation.org/kubecon-cloudnativecon-north-america/,2026-11-09,2026-11-12,exact,Salt Lake City,USA,in-person,English,https://events.linuxfoundation.org/kubecon-cloudnativecon-north-america/program/cfp/,https://events.linuxfoundation.org/kubecon-cloudnativecon-north-america/program/cfp/,closed,"Maximum three submissions; repeat LF talk differences required",unknown,unknown,unknown,unknown,unknown,"Breakout and keynote recordings made public",unknown,unknown,,2026-09-04T12:00:00-06:00,src-kubecon-na-cfp;src-kubecon-na-faq,"Monitor next cycle; 2026 is closed"
ed-ndc-london-2027,ev-ndc-london,NDC London 2027,https://ndclondon.com/,2027-01-25,2027-01-29,exact,London,UK,in-person,English,https://ndclondon.com/call-for-papers,https://ndclondon.com/call-for-papers,closed,"Public CFP; organizers encourage limiting submissions to 3-4","60-minute regular; 10-15-minute lightning; 60-120-minute workshop; 2-day preconference","Previous talk links requested when available",unknown,unknown,unknown,unknown,unknown,unknown,,2026-09-04T12:00:00-06:00,src-ndc-london-cfp,"Closed 2026-08-30; future cycle and economics unknown; regular talk needs expansion"
ed-finops-paris-rolling,ev-finops-paris,FinOps x GreenOps France rolling meetup route,https://www.meetup.com/fr-fr/meetup-cloud-finops-paris/,,,rolling,Paris,France,"in-person; recordings",French,https://www.meetup.com/fr-fr/meetup-cloud-finops-paris/,https://www.meetup.com/fr-fr/meetup-cloud-finops-paris/,rolling,"Group explicitly welcomes practitioners, vendors, associations, and consultants as speakers",unknown,"Contact organizer through Meetup or listed LinkedIn route; no formal deadline",unknown,unknown,unknown,"Group links a YouTube replay archive",unknown,"1,412 members listed",2026,2026-09-04T12:00:00-06:00,src-finops-paris,"Presentation language, next date, selection criteria, format, economics, rights, and Dan's travel"
ed-finops-berlin-rolling,ev-finops-berlin,Berlin FinOps rolling meetup route,https://www.meetup.com/berlin-finops/,,,rolling,Berlin,Germany,in-person,unknown,https://www.meetup.com/berlin-finops/,https://www.meetup.com/berlin-finops/,rolling,unknown,unknown,"Message organizer; no formal CFP found",unknown,unknown,unknown,unknown,unknown,"340 members listed",2026,2026-09-04T12:00:00-06:00,src-finops-berlin,"No explicit speaker invitation text; next date, language, format, and economics unknown"
ed-finops-connect-rolling,ev-finops-connect,FinOps Connect rolling meetup route,https://www.meetup.com/finops-connect/,,,rolling,"London and virtual",UK,hybrid,English,https://www.meetup.com/finops-connect/,https://www.meetup.com/finops-connect/,rolling,"Open community encourages attending, hosting, or sponsoring meetups",unknown,"Organizer-message route; no formal deadline",unknown,unknown,unknown,unknown,unknown,"79 members listed",2026,2026-09-04T12:00:00-06:00,src-finops-connect,"Whether hosting means proposing editorial content; next date, format, economics, and rights"
ed-finops-chicago-rolling,ev-finops-chicago,FinOPS Chicago rolling meetup route,https://www.meetup.com/finops-chicago/,,,rolling,Chicago,USA,"in-person or online",English,https://www.meetup.com/finops-chicago/,https://www.meetup.com/finops-chicago/,unknown,unknown,unknown,"Message organizer; no formal CFP found",unknown,unknown,unknown,unknown,unknown,"16 members listed",2026,2026-09-04T12:00:00-06:00,src-finops-chicago,"Nascent group; no explicit speaker route, next event, format, or economics"
ed-cncf-thane-monitor,ev-cncf-thane,CNCF Cloud Native Thane next FinOps cycle,https://community.cncf.io/cloud-native-thane/,,,historical-cycle,Thane,India,in-person,English,https://community.cncf.io/cloud-native-thane/,https://community.cncf.io/cloud-native-thane/,historical-fit-to-monitor,unknown,"Past FinOps event used roughly 25-30-minute talks",unknown,unknown,unknown,unknown,unknown,unknown,unknown,,2026-09-04T12:00:00-06:00,src-cncf-thane-finops,"The 2025 form is not evidence of a current open route; next event and economics unknown"
ed-cncf-montreal-monitor,ev-cncf-montreal,CNCF Cloud Native Montréal next cost-focused cycle,https://community.cncf.io/montreal/,,,historical-cycle,Montréal,Canada,in-person,"English and French",https://community.cncf.io/montreal/,https://community.cncf.io/montreal/,historical-fit-to-monitor,unknown,"Past event included talks and lightning talks",unknown,unknown,unknown,unknown,unknown,unknown,unknown,,2026-09-04T12:00:00-06:00,src-cncf-montreal,"The 2024 form is not evidence of a current open route; next event and economics unknown"
ed-finops-virtual-commercial,ev-finops-virtual,FinOps Foundation virtual summit member presentation,https://www.finops.org/membership/,2027,,,unknown,,online,English,https://www.finops.org/membership/,https://www.finops.org/membership/,paid-placement,"Premier member benefit, not editorial CFP",unknown,"Purchase qualifying membership",unknown,unknown,"Premier membership starts at a publicly listed high annual price tier",unknown,unknown,"Foundation page describes approximately 1,500+ summit attendees",2026,2026-09-04T12:00:00-06:00,src-finops-paid-placement,"Exact 2027 summit date and presentation terms; excluded from editorial queue"
