evidence_id,event_id,edition_id,field_supported,claim_or_excerpt,url,page_title,publisher,source_type,published_date,accessed_at,confidence,conflict_notes
"ev-ju-gids-past2","evt-ju-gids","","past session fit","Prior program: 'The Intersection of Architecture and AI' by Neal Ford.","https://developersummit.com/speaker/neal-ford","Neal Ford","GIDS / Saltmarch Media","official speaker archive","","2026-09-04T21:20:00-06:00","high",""
"ev-ju-bacon-current","evt-ju-bacon","ed-ju-bacon27","date; CFP; deadline; audience; economics","Columbus Feb 26, 2027; public call closes Oct 15 at 11:59 PM EDT; product/AI/outcomes focus; complimentary registration, no travel or honorarium.","https://sessionize.com/bacon-2027/","BACon 2027 Call for Speakers","IIBA Columbus / Sessionize","official submission system","","2026-09-04T21:25:00-06:00","high","Benefits paragraph says BACon 2026, likely stale copy; not silently corrected."
"ev-ju-aif-current","evt-ju-aifestival","ed-ju-aif27","dates; CFP; deadline; topics; reach","Milan Feb 11-12, 2027; second-phase close Oct 15; strategic and technical AI integration; 2026 organizer figures: 10,000+ attendees, 200+ speakers.","https://en.aifestival.it/call/speaker/","AI Festival Call for Speaker","AI Festival / WMF","official CFP","","2026-09-04T21:30:00-06:00","high",""
"ev-ju-aif-past1","evt-ju-aifestival","","past program theme","2026 organizer metrics and the continuing program emphasize strategic visions, case studies and real-world AI impact across business and society.","https://en.aifestival.it/call/speaker/","AI Festival Call for Speaker","AI Festival / WMF","official CFP/history summary","2026","2026-09-04T21:30:00-06:00","medium","Specific session title/speaker not captured."
"ev-ju-aif-past2","evt-ju-aifestival","","past program theme","The call identifies Future of AI, Digital Business & Media and Future of Education & Work among continuing application areas.","https://en.aifestival.it/call/speaker/","AI Festival Call for Speaker","AI Festival / WMF","official CFP/program themes","","2026-09-04T21:30:00-06:00","medium","Theme evidence, not a past-session title."
"ev-ju-ces-current","evt-ju-ces","ed-ju-ces27","CFP; deadline; eligibility; economics","Open call closes Sep 9 at 11:59 PM PT; actionable takeaways and unique technology perspective; complimentary pass, no payment/travel/hotel.","https://www.ces.tech/cfs","Speaking at CES","Consumer Technology Association","official CFP","","2026-09-04T21:35:00-06:00","high","Editorial and sponsored routes are separate."
"ev-ju-ces-dates","evt-ju-ces","ed-ju-ces27","event dates/location","CES 2027 takes place Jan 6-9, 2027 in Las Vegas.","https://www.ces.tech/attend/registration-notification","CES 2027 Registration Notification","Consumer Technology Association","official event page","","2026-09-04T21:35:00-06:00","high",""
"ev-ju-ces-past1","evt-ju-ces","","past session fit","CES 2026 session: 'AI and the Future of Product Development.'","https://exhibitors.ces.tech/8_0/sessions/session-details.cfm?scheduleid=28","AI and the Future of Product Development","Consumer Technology Association","official session archive","2026","2026-09-04T21:35:00-06:00","high","Speaker not exposed in captured result."
"ev-ju-ces-past2","evt-ju-ces","","program fit","CES schedule lists 'AI or Human? Trust, Transparency, and Co-Creation in the Age of Intelligent Content.'","https://www.ces.tech/schedule/ai-or-human-trust-transparency-and-co-creation-in-the-age-of-intelligent-content/","AI or Human? Trust, Transparency, and Co-Creation","Consumer Technology Association","official schedule","","2026-09-04T21:35:00-06:00","high","Search capture did not expose speaker/year unambiguously."
"ev-ju-apqc-current","evt-ju-apqc","ed-ju-apqc27","CFP; deadline; requirements; economics","Call closes Oct 12 at 11 PM ET; seeks interactive practical tools and real-world measurable effects; speaker registration included; travel/lodging borne by presenter.","https://www.apqc.org/events/2027/apqc-conference/call-for-speakers","APQC CONNECT 2027 Call for Speakers","APQC","official CFP","","2026-09-04T21:40:00-06:00","high",""
"ev-ju-apqc-dates","evt-ju-apqc","ed-ju-apqc27","dates; location; reach; accessibility","Conference May 5-6, 2027 in Houston; 300+ attendees across 40+ industries; ADA accommodation route.","https://www.apqcconnect.org/2027","APQC CONNECT 2027","APQC","official event page","","2026-09-04T21:40:00-06:00","high",""
"ev-ju-apqc-past1","evt-ju-apqc","","past session fit","2026 session 'The Next Evolution of KM: Operating Models for Data and AI Integration' by Lynn Miller and Lulit Tesfaye covered faster decisions, ownership and handoffs.","https://www.apqc.org/resource-library/resource/next-evolution-km-operating-models-data-and-ai-integration/html","The Next Evolution of KM","APQC","official presentation archive","2026","2026-09-04T21:40:00-06:00","high",""
"ev-ju-apqc-past2","evt-ju-apqc","","past session fit","2026 session 'A Mission Critical Roadmap: Building Process Maturity for Continuous Improvement' by Heidi Juttner and Greg Arens.","https://www.apqc.org/resource-library/resource/mission-critical-roadmap-building-process-maturity-continuous-improvement/pdf","A Mission Critical Roadmap","APQC","official presentation archive","2026","2026-09-04T21:40:00-06:00","high",""
"ev-ju-dx-current","evt-ju-dxannual","ed-ju-dx-sf27","date; status; audience; eligibility; reach","San Francisco May 6, 2027; speaker applications open in fall; invitation-only audience; speakers must have led major organizational change; inaugural event had about 500 senior leaders.","https://getdx.com/dxannual/","DX Annual","DX","official event page","","2026-09-04T21:45:00-06:00","high",""
"ev-ju-dx-past1","evt-ju-dxannual","","past program theme","2026 sessions centered on real engineering data, AI adoption, productivity measurement and SDLC modernization.","https://getdx.com/dxannual/","DX Annual","DX","official program summary","2026","2026-09-04T21:45:00-06:00","medium","Specific title/speaker not exposed."
"ev-ju-dx-past2","evt-ju-dxannual","","past program route","Official page links a 2026 session archive and states select sessions are recorded.","https://getdx.com/dxannual/","DX Annual","DX","official event archive index","2026","2026-09-04T21:45:00-06:00","medium","Specific title/speaker not captured."
"ev-ju-elc-current","evt-ju-elc","ed-ju-elc27","month; location; audience; reach","Prague April 2027; engineering/product leaders; 500+ attendees, 20+ speakers, workshops and mentoring projected.","https://www.elc-conference.io/","ELC Conference Prague","Engineering Leaders Community","official event page","","2026-09-04T21:50:00-06:00","high","No public CFP found."
"ev-ju-elc-past1","evt-ju-elc","","past speaker fit","Program lists VP of Product Jan Zenisek of Apify alongside engineering leaders.","https://www.elc-conference.io/","ELC Conference Prague","Engineering Leaders Community","official program","","2026-09-04T21:50:00-06:00","medium","Talk title/year not exposed."
"ev-ju-elc-past2","evt-ju-elc","","past format/history","Prior edition summary reports 14 leadership talks and 18 hands-on workshops from leaders at Netflix, Stripe, Meta and Microsoft.","https://www.elc-conference.io/","ELC Conference Prague","Engineering Leaders Community","official history summary","","2026-09-04T21:50:00-06:00","medium","Specific talk titles not exposed."
"ev-ju-lead-current","evt-ju-leaddev","ed-ju-ldx3-london27","dates; status","London June 28-29, 2027 announced; tickets/updates open, but no 2027 CFP found.","https://leaddev.com/leaddev-london/","LDX3 London","LeadDev","official event page","","2026-09-04T21:55:00-06:00","high",""
"ev-ju-lead-past1","evt-ju-leaddev","","past session fit","LeadDev lists panel 'The missing layer between product and engineering' about overlap and full-context awareness.","https://leaddev.com/","The home of engineering leadership","LeadDev","official content/program index","2026","2026-09-04T21:55:00-06:00","high","Partner-supported panel, not necessarily conference stage."
"ev-ju-lead-past2","evt-ju-leaddev","","past session fit","LeadDev panel 'What are durable leadership skills in 2026?' states that as code becomes cheaper, communication, priorities and tradeoffs become more valuable.","https://leaddev.com/event/what-are-durable-leadership-skills-in-2026","What are durable leadership skills in 2026?","LeadDev","official event page","2026","2026-09-04T21:55:00-06:00","high","Panel event, not necessarily conference stage."
"ev-ju-pah-current","evt-ju-productatheart","ed-ju-pah27","dates; format; audience","Hamburg workshops June 24 and conference June 25, 2027; independent single-track product event.","https://productatheart.com/conference","Product at Heart Conference","Product at Heart","official event page","","2026-09-04T22:00:00-06:00","high","No speaker application found."
"ev-ju-pah-past1","evt-ju-productatheart","","past program theme","2026 through-line was 'AI - what changes and what remains.'","https://productatheart.com/conference","Product at Heart Conference","Product at Heart","official history summary","2026","2026-09-04T22:00:00-06:00","high","Specific session title/speaker not exposed."
"ev-ju-pah-past2","evt-ju-productatheart","","past audience/history","2026 brought product people from 27 countries and used Hard Problem Clubs for difficult product questions.","https://productatheart.com/conference","Product at Heart Conference","Product at Heart","official history summary","2026","2026-09-04T22:00:00-06:00","high","Specific session title/speaker not exposed."
"ev-ju-pcon-current","evt-ju-productcon","ed-ju-pcon-london27","date; mode; audience; reach","ProductCon London Feb 23, 2027; hybrid listing; senior product leaders; 45,000+ circuit claim based on New York 2025 stats.","https://productschool.com/productcon","ProductCon","Product School","official event page","","2026-09-04T22:05:00-06:00","high","No public editorial speaker route found; reach not edition-specific."
"ev-ju-pcon-past1","evt-ju-productcon","","past session fit","Product School event listing includes 'Building Organizations That Learn with AI: A Look Inside Mural' by Priyanka Sogani and Bill Dwoinen.","https://productschool.com/product-management-events","Product Management Events","Product School","official event listing","2026","2026-09-04T22:05:00-06:00","high","Online event, not ProductCon main stage."
"ev-ju-pcon-past2","evt-ju-productcon","","past session fit","Product School event listing includes 'Bolt CEO on How to Turn AI Prototypes Into Production Code Engineers Trust' by Eric Simons.","https://productschool.com/product-management-events","Product Management Events","Product School","official event listing","2026","2026-09-04T22:05:00-06:00","high","Online event, not ProductCon main stage."
"ev-ju-poss-current","evt-ju-possible","ed-ju-possible27","dates; CFP; deadline; eligibility; tracks","Miami Beach Apr 5-7, 2027; editorial applications Aug 4-Dec 11; founders/innovators included; trust and emerging ideas; vendors routed to sales.","https://possibleevent.com/speaker-opportunities/","Apply to Speak at POSSIBLE 2027","POSSIBLE / Hyve Group","official CFP","","2026-09-04T22:10:00-06:00","high",""
"ev-ju-poss-past1","evt-ju-possible","","program fit","2027 call explicitly asks for AI governance and future of trust perspectives.","https://possibleevent.com/speaker-opportunities/","Apply to Speak at POSSIBLE 2027","POSSIBLE / Hyve Group","official CFP theme","2027","2026-09-04T22:10:00-06:00","high","Theme evidence rather than past session."
"ev-ju-poss-past2","evt-ju-possible","","program fit","2027 call welcomes original forward-looking ideas outside standard categories.","https://possibleevent.com/speaker-opportunities/","Apply to Speak at POSSIBLE 2027","POSSIBLE / Hyve Group","official CFP theme","2027","2026-09-04T22:10:00-06:00","high","Theme evidence rather than past session."
"ev-ju-km-current","evt-ju-kmweu","ed-ju-kmweu27","dates; status; deadline conflict; topics; benefits","London Apr 14-15, 2027; header says opens soon while body says Oct 9 and mistakenly references 2026; AI/KM, organizational intelligence and human-AI collaboration; speaker pass.","https://www.kmworld.com/Europe/2027/CallForSpeakers.aspx","KMWorld Europe 2027 Call for Speakers","Information Today","official CFP","","2026-09-04T22:15:00-06:00","high","Internal year/status conflict."
"ev-ju-km-past1","evt-ju-kmweu","","past session fit","2026 KMWorld program: 'Operationalizing Enterprise AI: Governance, Principles, & Practice' by Phaedra Boinodiris.","https://www.kmworld.com/Conference/2026/Program.aspx","KMWorld 2026 Full Program","Information Today","official program archive","2026","2026-09-04T22:15:00-06:00","high","US flagship rather than Europe."
"ev-ju-km-past2","evt-ju-kmweu","","past session fit","2026 session 'Using AI + Human Intelligence: Knowledge for Competitive Advantage' by Scott Leeb and Derek Johnson emphasizes judgment and organizational learning.","https://www.kmworld.com/Conference/2026/Program.aspx","KMWorld 2026 Full Program","Information Today","official program archive","2026","2026-09-04T22:15:00-06:00","high","US flagship rather than Europe."
"ev-ju-ainext-current","evt-ju-ainext","ed-ju-ainext-us27","date; route; audience","US edition Apr 9, 2027; public applied-AI speaker application; operator/founder/enterprise audience; review within two weeks.","https://ainextconference.com/apply-to-speak","Apply to Speak","AINext / Next Business Media","official speaker application","","2026-09-04T22:20:00-06:00","high","No deadline or city."
"ev-ju-cto-current","evt-ju-ctocraft","ed-ju-cto27","dates; route; edition conflict","London Mar 15-17, 2027 event shell with reachable call-for-content page whose title still references 2026.","https://conference.ctocraft.com/london/call-for-content/","Submit a Session | CTO Craft Con Europe 2026","CTO Craft","official call page","","2026-09-04T22:25:00-06:00","medium","Stale title makes current-edition status ambiguous."
"ev-ju-cto-past1","evt-ju-ctocraft","","past program theme","CTO Craft content targets senior technology leaders and experience-led technical leadership lessons.","https://conference.ctocraft.com/london/","CTO Craft Con Europe","CTO Craft","official event page","","2026-09-04T22:25:00-06:00","medium","Specific session title/speaker not captured."
"ev-ju-cto-past2","evt-ju-ctocraft","","past format/history","Program includes conference talks for CTOs and VPs alongside leadership workshops.","https://conference.ctocraft.com/london/","CTO Craft Con Europe","CTO Craft","official event page","","2026-09-04T22:25:00-06:00","medium","Specific session title/speaker not captured."
"ev-ju-arc-current","evt-ju-arc","ed-ju-arc27","dates; location; route; audience; rules","Abu Dhabi Jan 12-14, 2027; public Apply to Speak control; practitioner-led/vendor-neutral; demands real systems and no recycled slides.","https://futurewitharc.com/","ARC Software Architecture & Engineering Conference","ARC","official event/application page","","2026-09-04T22:30:00-06:00","high","New event; form details and deadline not exposed."
"ev-ju-pt-current","evt-ju-producttank","ed-ju-producttank-rolling","rolling route; opportunity type","Organizers seek speakers for digital ProductTank events and maintain a speaker directory.","https://support.mindtheproduct.com/hc/en-us/articles/40000576495508-Nominate-a-ProductTank-speaker","Nominate a ProductTank speaker","Mind the Product","official support page","2025-08-06","2026-09-04T22:35:00-06:00","high","No specific edition or deadline."
"ev-ju-pt-past1","evt-ju-producttank","","history/fit","Mind the Product says ProductTanks feature local and global speakers with varying experience and serve as a route to larger stages.","https://www.mindtheproduct.com/takes-speak-mind-product/","What it takes to speak at Mind the Product","Mind the Product","official editorial guidance","2017-04-18","2026-09-04T22:35:00-06:00","medium","Old guidance; current directory page confirms route persists."
"ev-ju-pt-past2","evt-ju-producttank","","history/fit","Official guidance identifies digital ProductTank speaking and product podcast guest routes as recurring opportunities.","https://www.mindtheproduct.com/takes-speak-mind-product/","What it takes to speak at Mind the Product","Mind the Product","official editorial guidance","2017-04-18","2026-09-04T22:35:00-06:00","medium","Old guidance; no specific session title/speaker."
