edition_id,event_id,edition_label,edition_url,start_date,end_date,date_status,city,country,mode,language,cfp_url,guidelines_url,cfp_status,eligibility,formats_and_durations,submission_requirements,compensation,travel_support,speaker_costs,recording_rights,accessibility,attendance_value,attendance_year,verified_at,source_ids,unknowns
"ed-ju-elc27","evt-ju-elc","ELC Prague 2027","https://www.elc-conference.io/","","","month-only","Prague","Czechia","in-person","English","","https://www.elc-conference.io/","no-public-route-found","Speakers shown as engineering/product leaders; no public submission route verified.","Talks; workshops; mentoring; durations not stated.","","","","","","","500+ attendees and 20+ speakers projected","2027","2026-09-04T21:50:00-06:00","ev-ju-elc-current;ev-ju-elc-past1;ev-ju-elc-past2","Exact April dates, route/status, requirements, economics, rights and accessibility unknown."
"ed-ju-ldx3-london27","evt-ju-leaddev","LDX3 London 2027","https://leaddev.com/leaddev-london/","2027-06-28","2027-06-29","exact","London","United Kingdom","in-person","English","","https://leaddev.com/leaddev-london/","announced-not-open","No 2027 CFP found; 2026 CFP welcomed first-time through seasoned speakers.","Multi-track talks and workshops; current durations not stated.","","","","","On-demand videos published for prior event; rights unknown.","","","","2026-09-04T21:55:00-06:00","ev-ju-lead-current;ev-ju-lead-past1;ev-ju-lead-past2","2027 submission route/deadline, economics, format, rights and accessibility unknown."
"ed-ju-pah27","evt-ju-productatheart","Product at Heart 2027","https://productatheart.com/conference","2027-06-24","2027-06-25","exact","Hamburg","Germany","in-person","English","","https://productatheart.com/conference","no-public-route-found","Independently curated; four keynotes and themed sessions announced, public application not found.","Workshops June 24; one-stage conference June 25; durations not stated.","","","","","","","Attendees from 27 countries reported for 2026","2026","2026-09-04T22:00:00-06:00","ev-ju-pah-current;ev-ju-pah-past1;ev-ju-pah-past2","No CFP/status/deadline, economics, rights, accessibility or attendance count."
"ed-ju-pcon-london27","evt-ju-productcon","ProductCon London 2027","https://productschool.com/productcon","2027-02-23","2027-02-23","exact","London","United Kingdom","hybrid","English","","https://productschool.com/productcon","no-public-route-found","Speakers presented as senior product executives; no public editorial application verified.","Single-day conference; duration not stated.","","","","","Sessions distributed online; rights unknown.","","45000+ across circuit claimed using ProductCon New York 2025 stats","2025","2026-09-04T22:05:00-06:00","ev-ju-pcon-current;ev-ju-pcon-past1;ev-ju-pcon-past2","Speaker route, economics, rights, accessibility and edition-specific attendance unknown."
"ed-ju-possible27","evt-ju-possible","POSSIBLE 2027","https://possibleevent.com/","2027-04-05","2027-04-07","exact","Miami Beach","United States","in-person","English","https://possibleevent.com/speaker-opportunities/","https://possibleevent.com/speaker-opportunities/","open","CMOs, founders, strategists, creators, brand leaders, agencies, startups and innovators; solution providers routed to sales.","Format/duration not stated.","Original idea, research, case study or forward-looking perspective; editorial application.","","","","","","","","2026-09-04T22:10:00-06:00","ev-ju-poss-current;ev-ju-poss-past1;ev-ju-poss-past2","Dan's founder/innovator eligibility, format, economics, rights, accessibility and attendance unknown; marketing audience is indirect."
"ed-ju-kmweu27","evt-ju-kmweu","KMWorld Europe 2027","https://www.kmworld.com/Europe/2027/","2027-04-14","2027-04-15","exact","London","United Kingdom","in-person","English","https://www.kmworld.com/Europe/2027/CallForSpeakers.aspx","https://www.kmworld.com/Europe/2027/CallForSpeakers.aspx","conflicting","Header says 'Opens soon' while body gives an October 9 deadline and incorrectly references participation in 2026.","Presentations; case studies; workshops; roundtables; debates; durations not stated.","Title, abstract, relevant bio and presenter contact details.","Complimentary two-day conference pass.","","Speaker pass included.","Video archive exists; exact rights unknown.","","","","2026-09-04T22:15:00-06:00","ev-ju-km-current;ev-ju-km-past1;ev-ju-km-past2","CFP year/status conflict prevents actionable deadline claim; economics beyond pass, rights, accessibility and attendance unknown."
"ed-ju-ainext-us27","evt-ju-ainext","AINext US 2027","https://ainextconference.com/apply-to-speak","2027-04-09","2027-04-09","exact","","United States","in-person","English","https://ainextconference.com/apply-to-speak","https://ainextconference.com/apply-to-speak","open-undated","Public applied-AI speaker-interest route; review promised within two weeks.","Format/duration not stated.","Edition selection and application through organizer portal.","","","","","","","","2026-09-04T22:20:00-06:00","ev-ju-ainext-current","City, deadline, selection requirements, economics, rights, accessibility and attendance unknown."
"ed-ju-cto27","evt-ju-ctocraft","CTO Craft Con Europe 2027","https://conference.ctocraft.com/london/","2027-03-15","2027-03-17","exact","London","United Kingdom","in-person","English","https://conference.ctocraft.com/london/call-for-content/","https://conference.ctocraft.com/london/call-for-content/","open-undated-with-stale-label","Public form is reachable but page title references 2026 while event shell shows 2027 dates.","Format/duration not captured.","Experience-led content, biography and previous-talk information.","Speaker pass.","","","Submission grants recording permission; exact license not captured.","","","","2026-09-04T22:25:00-06:00","ev-ju-cto-current;ev-ju-cto-past1;ev-ju-cto-past2","Edition labeling conflict; deadline, format, travel/hotel, fee, rights license, accessibility and attendance unknown."
"ed-ju-arc27","evt-ju-arc","ARC 2027","https://futurewitharc.com/","2027-01-12","2027-01-14","exact","Abu Dhabi","United Arab Emirates","in-person","English","https://futurewitharc.com/","https://futurewitharc.com/","open-undated","Public Apply to Speak control; program describes practitioners running real systems and no recycled slides.","Format/duration not stated.","Application details not exposed in captured page.","","","","","","","","2026-09-04T22:30:00-06:00","ev-ju-arc-current","New event; no history. Deadline, economics, rights, accessibility, attendance and Dan's real-production-case eligibility unknown."
"ed-ju-producttank-rolling","evt-ju-producttank","ProductTank speaker directory and digital events","https://support.mindtheproduct.com/hc/en-us/articles/40000576495508-Nominate-a-ProductTank-speaker","","","rolling","","","online and local in-person","varies by chapter","https://support.mindtheproduct.com/hc/en-us/articles/40000576495508-Nominate-a-ProductTank-speaker","https://www.mindtheproduct.com/takes-speak-mind-product/","rolling","Organizers seek product speakers of varying experience; directory enables chapter discovery.","Local/digital talks and podcast; duration varies.","Join speaker directory; individual organizer selects opportunities.","","","","","","","","2026-09-04T22:35:00-06:00","ev-ju-pt-current;ev-ju-pt-past1;ev-ju-pt-past2","No specific edition, deadline, format, economics, recording terms, accessibility or audience size; location preferences unknown."
