talk_id,edition_id,recommended_variant,proposed_title,pitch_angle,fit_reason,past_session_evidence_ids,audience_rating,topic_rating,timing_rating,readiness_rating,logistics_rating,reach_rating,known_points,evidence_coverage_percent,queue,constraints,next_action,next_check_date
"judgment","ed-ju-producttank-rolling","15- or 30-minute community adaptation","Code Is Cheap. Judgment Is Expensive: What Product Teams Own After AI","Use the enterprise-permissions example to discuss specification, evidence and when not to build.","Global product community offers a rolling, lower-formality route and useful rehearsal value, though engineering leadership is only part of the audience.","ev-ju-pt-past1;ev-ju-pt-past2","4","4","4","5","","3","73","90","2-upcoming-rolling","No specific edition, deadline, economics or format; chapter/location preferences unknown.","Prepare a reusable profile and choose chapters only after region and remote preferences are known.","2026-10-01"
"judgment","ed-ju-arc27","40-minute technical-leadership version; duration unknown","Code Is Cheap. Judgment Is Expensive: Architecture for Review and Ownership","Use permission boundaries, validation layers and maintenance ownership to make the organizational thesis technically concrete.","Senior architects and AI builders are direct enough, but the new event emphasizes practitioners running real systems.","","4","5","3","4","","3","72","90","2-upcoming-rolling","New event; no deadline or format; qualifying real-production example is unknown.","Keep as an incomplete lead and proceed only if the form accepts an operating-model talk without a production case.","2026-10-15"
"judgment","ed-ju-opt-west27","attendee-led discussion derived from 30-minute version","What Happens When Generation Outruns Review?","Lead a no-slides discussion about validated outcomes, complexity budgets, review queues and deciding not to build.","Experimentation community will understand evidence and outcome metrics, but the route is paid attendee-led discussion rather than an editorial stage.","ev-ju-opt-past1;ev-ju-opt-past2","4","4","4","3","1","2","70","100","2-upcoming-rolling","Requires a USD 1,595+ attendee ticket; no guaranteed stage; willingness to pay and travel unknown.","Keep in the separate paid-attendee category until budget preferences are supplied.","2026-10-01"
"judgment","ed-ju-possible27","15-minute big-idea variant; duration unknown","Code Is Cheap. Judgment Is Expensive: Choosing What Deserves to Exist","Translate the thesis for founders and innovation leaders: more proposals increase the need for clear promises, validation and ownership.","Open editorial route and leadership audience are usable, but the program is marketing-heavy.","ev-ju-poss-past1;ev-ju-poss-past2","3","4","5","4","","4","70","90","1-verified-actionable","Eligibility emphasizes brand/marketing leaders, founders and innovators; solution providers are routed to sales.","Use only the editorial form if Dan truthfully fits the stated audience; submit by December 11.","2026-10-15"
"judgment","ed-ju-pls-seattle27","30-minute cross-functional adaptation; duration unknown","Code Is Cheap. Judgment Is Expensive: The Product-Engineering Decision System","Frame executable acceptance criteria, review ownership and validated outcomes as the missing layer around AI-speed.","Product-led and AI-product audience is relevant, though the talk deliberately emphasizes engineering capacity rather than product experimentation.","ev-ju-pls-past1;ev-ju-pls-past2","4","4","3","4","","4","68","90","2-upcoming-rolling","Undated form requires company and business email; selection and economics unknown.","Prepare the abstract but use the route only after confirming Dan's company/business-email facts.","2026-10-01"
"judgment","ed-ju-ainext-us27","15-minute big-idea variant; duration unknown","Code Is Cheap. Judgment Is Expensive in the Agentic Era","Discuss why applied-AI teams need stronger specifications, review and consequence ownership as execution accelerates.","Applied-AI operators and founders are a reasonable audience; program detail and deadline are absent.","","4","4","3","4","","3","67","90","2-upcoming-rolling","City, deadline, format, economics and past-session evidence unknown.","Inspect the full application only after logistics preferences are known; do not infer a cutoff.","2026-10-15"
"judgment","ed-ju-pcon-london27","15-minute big-idea variant; format unknown","Code Is Cheap. Judgment Is Expensive: Decide What Deserves to Exist","Aim the thesis at senior product leaders accountable for product direction and customer trust.","Strong product-leadership reach, but no public editorial route was found and engineering leadership is indirect.","ev-ju-pcon-past1;ev-ju-pcon-past2","4","4","1","4","","5","61","90","3-historical-monitor","Curated speaker lineup; no verified submission path.","Do not treat ticket or sponsorship links as speaker access; monitor only for an editorial route.","2026-11-01"
"judgment","ed-ju-pah27","30-minute leadership adaptation; format unknown","Code Is Cheap. Judgment Is Expensive: Better Taste, Smaller Systems","Connect product craft to complexity, maintenance burden and the decision to build less.","Single-track product audience fits the judgment theme, but no public speaker route exists.","ev-ju-pah-past1;ev-ju-pah-past2","4","4","1","4","","3","59","90","3-historical-monitor","Curated program; 2027 themes and route not announced.","Monitor official theme and speaker updates; no outreach is authorized.","2027-01-15"
"judgment","ed-ju-kmweu27","30-minute organizational-knowledge adaptation","Code Is Cheap. Judgment Is Expensive: Keeping Decisions Auditable","Emphasize explicit requirements, decision records, system knowledge and ownership after generation.","Knowledge-management audience is adjacent; useful for the organizational-memory section but weaker for software delivery.","ev-ju-km-past1;ev-ju-km-past2","3","4","1","4","3","3","59","100","2-upcoming-rolling","Official page conflicts on open status, edition year and deadline; real-experience preference.","Recheck until the page unambiguously identifies the 2027 call; do not rely on October 9.","2026-09-20"
"judgment","ed-ju-elc27","30-minute leadership adaptation; format unknown","Code Is Cheap. Judgment Is Expensive: Leading a Review-Constrained Team","Focus on organizational capacity, skill development, ownership and outcome measures.","Engineering and product leadership audience is exact, but no public route or exact dates exist.","ev-ju-elc-past1;ev-ju-elc-past2","5","5","1","4","","3","70","90","3-historical-monitor","No open CFP, exact dates, eligibility or economics.","Monitor the official site for a 2027 content route; partner pages are not speaker access.","2026-11-01"
