deadline_id,edition_id,deadline_type,raw_date_text,date_iso,time_local,timezone_as_stated,utc_datetime,certainty,source_id,verified_at,conflict_notes
dl-tulane-submit,ed-tulane-sparking-2027,cfp_deadline,"Deadline to Apply is Tuesday, October 20",2026-10-20,,,,exact-context,src-tulane-2027,2026-09-04T12:00:00-06:00,"Year omitted on page; normalized from the surrounding 2026-2027 academic-year heading and weekday match."
dl-inqaahe-submit,ed-inqaahe-2027,cfp_deadline,"31 October 2026",2026-10-31,,,,exact,src-inqaahe-cfp,2026-09-04T12:00:00-06:00,
dl-inqaahe-notify,ed-inqaahe-2027,notification,"15 December 2026",2026-12-15,,,,exact,src-inqaahe-cfp,2026-09-04T12:00:00-06:00,
dl-inqaahe-final,ed-inqaahe-2027,materials_deadline,"28 February 2027",2027-02-28,,,,exact,src-inqaahe-cfp,2026-09-04T12:00:00-06:00,
dl-olc-open,ed-olc-innovate-2027,cfp_open,"September 15, 2026",2026-09-15,,,,exact,src-olc-cfp,2026-09-04T12:00:00-06:00,
dl-olc-submit,ed-olc-innovate-2027,cfp_deadline,"November 10, 2026 (by 11:59pm ET)",2026-11-10,23:59,ET,2026-11-11T04:59:00Z,exact,src-olc-cfp,2026-09-04T12:00:00-06:00,"UTC conversion uses EST in effect on this date."
dl-olc-notify,ed-olc-innovate-2027,notification,"February 3, 2027",2027-02-03,,,,exact,src-olc-cfp,2026-09-04T12:00:00-06:00,
dl-olc-confirm,ed-olc-innovate-2027,speaker_confirmation,"March 9, 2027: deadline for presenters to register",2027-03-09,,,,exact,src-olc-cfp,2026-09-04T12:00:00-06:00,
dl-olc-materials,ed-olc-innovate-2027,materials_deadline,"April 13, 2027",2027-04-13,,,,exact,src-olc-cfp,2026-09-04T12:00:00-06:00,
dl-lilac-open,ed-lilac-2027,cfp_open,"21 September 2026",2026-09-21,,,,exact,src-lilac-cfp,2026-09-04T12:00:00-06:00,
dl-lilac-submit,ed-lilac-2027,cfp_deadline,"11 November 2026 (16:00 GMT)",2026-11-11,16:00,GMT,2026-11-11T16:00:00Z,exact,src-lilac-cfp,2026-09-04T12:00:00-06:00,
dl-lilac-notify,ed-lilac-2027,notification,"18 December 2026",2026-12-18,,,,exact,src-lilac-cfp,2026-09-04T12:00:00-06:00,
dl-lilac-materials,ed-lilac-2027,materials_deadline,"7 April 2027",2027-04-07,,,,exact,src-lilac-cfp,2026-09-04T12:00:00-06:00,
dl-hec-submit,ed-hec-2027,cfp_deadline,"advance deadline for proposals is Friday, November 13, 2026",2026-11-13,,,,exact,src-hec-cfp,2026-09-04T12:00:00-06:00,"Labeled advance deadline; later route not verified."
dl-osu-submit,ed-osu-ldd-2027,cfp_deadline,"Sunday, November 15th",2026-11-15,,,,exact-context,src-osu-cfp,2026-09-04T12:00:00-06:00,"Year omitted on page; normalized from 2027 symposium context and weekday match."
dl-osu-notify,ed-osu-ldd-2027,notification,"Tuesday, December 15th",2026-12-15,,,,exact-context,src-osu-cfp,2026-09-04T12:00:00-06:00,"Year omitted on page; normalized from sequence before January 2027 registration and weekday match."
dl-lilly-austin-early,ed-lilly-austin-2027,cfp_early_decision,"November 15, 2026",2026-11-15,,,,exact,src-lilly-austin-cfp,2026-09-04T12:00:00-06:00,"Rolling review continues; early decision promises acceptance or revise-and-resubmit feedback."
dl-lilly-austin-final,ed-lilly-austin-2027,cfp_deadline,"no later than January 15, 2027; may close sooner if program is filled",2027-01-15,,,,rolling-latest,src-lilly-austin-cfp,2026-09-04T12:00:00-06:00,"Not a guaranteed availability date because the program may fill earlier."
dl-usdla-submit,ed-usdla-2027,cfp_deadline,"Tuesday, December 15, 2026, at 11:59 p.m. ET",2026-12-15,23:59,ET,2026-12-16T04:59:00Z,exact,src-usdla-cfp,2026-09-04T12:00:00-06:00,"UTC conversion uses EST in effect on this date."
dl-usdla-notify,ed-usdla-2027,notification,"Friday January 15, 2027",2027-01-15,,,,exact,src-usdla-cfp,2026-09-04T12:00:00-06:00,
dl-usdla-confirm,ed-usdla-2027,speaker_confirmation,"Presenters must register by May 14th 2027",2027-05-14,,,,exact,src-usdla-cfp,2026-09-04T12:00:00-06:00,
dl-ucf-open,ed-ucf-tlwai-2027,cfp_open,"October 5, 2026",2026-10-05,,,,exact,src-ucf-2027,2026-09-04T12:00:00-06:00,
dl-ucf-submit,ed-ucf-tlwai-2027,cfp_deadline,"January 22, 2027",2027-01-22,,,,exact,src-ucf-2027,2026-09-04T12:00:00-06:00,
dl-ucf-notify,ed-ucf-tlwai-2027,notification,"February 15, 2027",2027-02-15,,,,exact,src-ucf-2027,2026-09-04T12:00:00-06:00,
dl-ucf-confirm,ed-ucf-tlwai-2027,speaker_confirmation,"Presenters must register by April 9, 2027",2027-04-09,,,,exact,src-ucf-2027,2026-09-04T12:00:00-06:00,
dl-icaied-submit,ed-icaied-2027,cfp_deadline,"Abstract submission closes 5 February 2027",2027-02-05,,,,exact,src-icaied-cfp,2026-09-04T12:00:00-06:00,
