talk_id,edition_id,recommended_variant,proposed_title,pitch_angle,fit_reason,past_session_evidence_ids,audience_rating,topic_rating,timing_rating,readiness_rating,logistics_rating,reach_rating,known_points,evidence_coverage_percent,queue,constraints,next_action,next_check_date
evidence-learning,ed-lilac-2027,40-minute adapted paper/workshop,"Beyond AI Detection: Information-Literate Evidence of Learning","Source reasoning, challenge, reconstruction, and transfer with librarians as assessment-design partners","Credible adjacent audience and explicit demand for deeper AI work, but information literacy must be central rather than decorative.",,3,4,4,3,,3,63,67,upcoming/rolling routes to prepare for,"CFP opens September 21; narrower disciplinary fit; UK travel/economics unknown","Review presentation types when the call opens and only proceed with a genuine information-literacy adaptation.",2026-09-21
evidence-learning,ed-ucf-tlwai-2027,30-minute concurrent,"Stop Trying to Catch Students Using AI: Designing Better Evidence of Learning","Practical AI-era assessment redesign for faculty","The conference directly targets faculty and instructional designers and lists academic integrity, assessment, and critical thinking as themes.",src-ucf-past-1;src-ucf-past-2,5,5,4,4,2,4,87,93,upcoming/rolling routes to prepare for,"FINALIST; in-person only; 30-minute concurrent is shorter than the main deck; presenter fee TBA","Build the 30-minute cut and proposal package before the call opens October 5; verify guidelines and presenter fee then.",2026-10-05
evidence-learning,ed-inqaahe-2027,40-minute expanded interactive case session,"What Counts as Evidence of Learning When AI Can Produce the Work?","Assessment validity and human-centered QA for AI-enabled qualifications","The 2027 subtheme names authorship, assessment validity, qualification credibility, and human-centered AI; prior program shows strong appetite.",src-inqaahe-past-1;src-inqaahe-past-2,4,5,5,4,2,4,85,92,verified actionable opportunities,"FINALIST; international QA framing and possible credentials expectations; travel/economics unknown","Reframe from classroom tactics to a QA case about what evidence institutions should require and how humans review it.",2026-09-20
evidence-learning,ed-lilly-austin-2027,40-minute presentation,"Stop Trying to Catch Students Using AI: Designing Better Evidence of Learning","Evidence-based teaching through assessment reconstruction and transfer","The edition is explicitly about AI and evidence-based teaching, with exact AI, assessment, and course-redesign tracks.",,5,5,5,5,2,3,92,78,verified actionable opportunities,"FINALIST; rolling call may close before January 15; requires 3-5 literature references; travel/economics unknown","Prepare the compact 100-word abstract, three outcomes, and research references; submit before the November 15 early-decision date.",2026-10-01
evidence-learning,ed-usdla-2027,45-minute concurrent,"Stop Trying to Catch Students Using AI","Practical assessment redesign for online and distance learning","Open hybrid CFP, exact 45-minute format, AI priority, and prior sessions on assessment validity closely match the talk.",src-usdla-past-1;src-usdla-past-2,4,5,5,5,4,3,90,95,verified actionable opportunities,"FINALIST; $300 onsite or $100 virtual presenter fee; abstract published; compensation not stated","Choose virtual versus onsite after budget/travel preferences are supplied; prepare a 10-word title, 200-word abstract, and engagement plan.",2026-10-15
evidence-learning,ed-osu-ldd-2027,45-minute interactive presentation,"Stop Trying to Catch Students Using AI","Hands-on redesign of one assessment with accessibility built into the evidence plan","Inaugural event explicitly seeks AI, assessment, instructional effectiveness, and accessible deliverables in a 45-50 minute format.",,5,5,5,5,2,2,89,88,verified actionable opportunities,"FINALIST; no history; in-person only; compensation and costs unstated","Adapt the four-minute exercise into a fuller redesign activity and make accessible alternatives explicit in every objective/material.",2026-10-15
evidence-learning,ed-hec-2027,30-40 minute oral or virtual,"Evidence of Learning in the Age of Generative AI","Broad assessment and AI-in-education presentation","Topic and remote route fit, but broad scope and unverified organizer/economics weaken confidence.",,3,4,4,4,,2,64,58,upcoming/rolling routes to prepare for,"Commercial/academic organizer due diligence incomplete; advance deadline only; rights and costs unknown","Do not prioritize until fees, organizer record, review standards, and rights are independently verified.",2026-10-15
evidence-learning,ed-icaied-2027,research/practitioner abstract,"Designing Evidence of Learning Beyond AI Detection","Diagnostic assessment and independent transfer in AI-mediated classrooms","Broad AI-in-education topic and hybrid route fit, but this is a first edition without an established organizer history.",,4,4,4,4,,2,70,54,upcoming/rolling routes to prepare for,"Organizer provenance, publication model, fees, and rights need verification; no history","Keep as an incomplete lead; verify legal organizer identity and full terms before preparing an abstract.",2026-11-01
evidence-learning,ed-aalhe-2027,40-minute adapted assessment session,"Stop Trying to Catch Students Using AI: Designing Better Evidence of Learning","Process evidence, transfer, and human review for assessment practitioners","This is the most exact assessment audience, and the 2026 program already featured closely adjacent sessions; current CFP route is not published.",src-aalhe-past-1;src-aalhe-past-2,5,5,2,4,2,4,82,86,upcoming/rolling routes to prepare for,"FINALIST incomplete lead; no 2027 CFP/status/deadline found; in-person; eligibility and price unknown","Monitor the official conference page weekly through January; do not treat the grant deadline as the CFP deadline.",2026-10-01
evidence-learning,ed-nercomp-2027,30-40 minute concurrent,"Show the Learning, Not the Typing","Higher-ed IT and faculty collaboration on assessment validity","Regional higher-ed technology audience is adjacent and likely receptive, but no CFP or program tracks were found.",,3,4,2,4,2,3,63,50,historical fits to monitor for a new cycle,"No public 2027 speaker route; regional audience; exact format and economics unknown","Recheck the official edition page for a CFP or community-program route.",2026-10-01
evidence-learning,ed-pfw-tlc-2027,40-minute adapted 45-minute interactive,"Show the Learning, Not the Typing","Faculty-ready redesign using diagnostic prompts, staged help, and transfer","Small regional teaching conference explicitly lists assessing student learning and says its 2027 CFP will open in October.",,5,4,3,5,2,2,79,69,upcoming/rolling routes to prepare for,"Regional/community opportunity; date, external-speaker eligibility, and costs unknown","Recheck in October; verify external eligibility and exact event date before preparing the 45-minute proposal.",2026-10-01
evidence-learning,ed-herdsa-2027,40-minute practice/research session,"Evidence of Learning When AI Can Produce the Artifact","Higher-education teaching and assessment practice in changing technological conditions","Strong broad audience and theme, but the official important-dates component is stale and cannot establish a current call.",,4,4,2,4,,4,68,55,historical fits to monitor for a new cycle,"No verified 2027 CFP; stale dates widget; Australia travel unknown","Monitor official site and mailing list; do not carry the 2022/2023 dates forward.",2026-10-15
evidence-learning,ed-advance-he-2027,40-minute interactive session,"Stop Trying to Catch Students Using AI","Evidence-based assessment redesign and lessons from implementation","Flagship audience and program focus on assessment and digital innovation fit, but only attendee booking—not a speaker route—was verified.",src-advancehe-past-1;src-advancehe-past-2,4,4,1,4,,4,64,61,historical fits to monitor for a new cycle,"No public CFP found; UK travel/economics unknown","Recheck for an abstracts/call page; do not confuse booking status with speaker availability.",2026-10-01
evidence-learning,ed-pod-2026,40-minute educational-development session,"Faculty Development Beyond AI Detection","A repeatable facilitation protocol for redesigning assessment evidence","Educational developers are a strong audience and the 2026 theme addresses GenAI, but the current CFP is closed.",,5,4,0,4,,4,58,70,historical fits to monitor for a new cycle,"2026 CFP closed; 2027 edition unconfirmed","Use the 2026 CFP only to prepare likely fields; monitor for the next official edition rather than estimating dates.",2027-03-01
evidence-learning,ed-issotl-2026,40-minute SoTL paper/workshop,"What Evidence Shows Learning Under AI Assistance?","Scholarship-based assessment design and transfer","Topic fits SoTL, but current CFP is closed and the talk needs stronger explicit research grounding.",,4,4,0,3,,4,54,63,historical fits to monitor for a new cycle,"2026 CFP closed; 2027 unconfirmed; references and study evidence required","Monitor next cycle only if the talk gains a documented implementation or defensible conceptual literature contribution.",2027-02-01
evidence-learning,ed-educause-2026,30-40 minute online or in-person,"Evidence of Learning in AI-Mediated Courses","Teaching-and-learning and institutional-technology implications of assessment validity","Large relevant audience and flexible delivery, but 2026 is closed and the next edition is unconfirmed.",,4,4,0,4,3,5,67,72,historical fits to monitor for a new cycle,"2026 CFP closed; corporate proposals may require institutional partner; 2027 unknown","Monitor the annual conference call page around the next official announcement; keep online and in-person as separate delivery choices.",2027-02-15
evidence-learning,ed-enai-2026,40-minute academic-integrity session,"Stop Trying to Catch Students Using AI","European academic-integrity approach centered on assessment evidence","Excellent subject fit, but the imminent 2026 edition has no verified open route and no 2027 edition is announced.",,5,5,0,5,,3,68,60,historical fits to monitor for a new cycle,"No current public CFP; likely too late for 2026","Monitor the canonical conference page for a future edition and public call.",2027-01-15
evidence-learning,ed-enrio-2027,40-minute adjacent integrity session,"Human Evidence and Accountability in AI-Mediated Learning","Implications for institutional integrity practice","Research integrity is adjacent, but the audience is primarily research-integrity offices rather than teaching assessment, and no CFP exists.",,2,2,1,4,,3,37,45,exclusions with reasons,"No public speaker route; domain mismatch between research integrity and student assessment","Exclude unless a future CFP explicitly includes teaching, assessment, or academic integrity in coursework.",
