deadline_id,edition_id,deadline_type,raw_date_text,date_iso,time_local,timezone_as_stated,utc_datetime,certainty,source_id,verified_at,conflict_notes
"dl-fi-vsl-cfp","ed-fi-vslive-austin27","cfp_deadline","5 Oct 2026 11:59 PM Pacific Daylight Time (Mexico) UTC-07:00; page body says 11:59 CST","2026-10-05","23:59","conflicting: Pacific Daylight Time (Mexico) UTC-07:00 / CST","","conflicting","ev-fi-vsl-current","2026-09-04T23:55:00-06:00","Sessionize metadata and body conflict; do not normalize to UTC until organizer clarifies."
"dl-fi-devweek-first","ed-fi-developerweek27","first_deadline","August 28, 2026","2026-08-28","","","","confirmed_closed","ev-fi-devweek-current","2026-09-04T23:58:00-06:00","Passed before research run."
"dl-fi-devweek-final","ed-fi-developerweek27","cfp_deadline","September 18, 2026","2026-09-18","","","","confirmed","ev-fi-devweek-current","2026-09-04T23:58:00-06:00","No time or timezone stated."
"dl-fi-idi-cfp","ed-fi-idi27","cfp_deadline","13 Dec 2026 11:59 PM W. Europe Standard Time UTC+01:00","2026-12-13","23:59","W. Europe Standard Time UTC+01:00","2026-12-13T22:59:00Z","confirmed","ev-fi-idi-current","2026-09-05T00:02:00-06:00",""
"dl-fi-platform-cfp","ed-fi-platformcon-sf27","cfp_deadline","4 Oct 2026 11:59 PM Pacific Daylight Time UTC-07:00; organizer CFP page says 4 Oct 12:59 PM EST","2026-10-04","","conflicting: PDT UTC-07:00 / EST","","conflicting","ev-fi-platform-current;ev-fi-platform-official-conflict","2026-09-05T00:05:00-06:00","Submission system and organizer event page conflict materially. Treat Sessionize as operational route but verify before relying on time."
"dl-fi-platform-notify","ed-fi-platformcon-sf27","notification","October 20, 2026","2026-10-20","","","","confirmed","ev-fi-platform-current","2026-09-05T00:05:00-06:00",""
"dl-fi-ttc-cfp","ed-fi-ttc27","cfp_deadline","Friday, 30 October 2026","2026-10-30","","","","confirmed","ev-fi-ttc-current","2026-09-05T00:08:00-06:00","No time or timezone stated."
"dl-fi-gaic-close","ed-fi-gaic-seattle-2627","rolling_route_end","30 Jun 2027 11:59 PM Pacific Daylight Time UTC-07:00","2027-06-30","23:59","Pacific Daylight Time UTC-07:00","2027-07-01T06:59:00Z","confirmed","ev-fi-gaic-current","2026-09-05T00:12:00-06:00","Route spans multiple meetup dates; this is not a per-edition cutoff."
"dl-fi-cnm-close","ed-fi-cn-mumbai26","rolling_route_end","31 Dec 2026 11:59 PM India Standard Time UTC+05:30","2026-12-31","23:59","India Standard Time UTC+05:30","2026-12-31T18:29:00Z","confirmed","ev-fi-cnm-current","2026-09-05T00:14:00-06:00","Route end is not a guaranteed cutoff for the September session."
"dl-fi-pydata-close","ed-fi-pydata-venice26","rolling_route_end","30 Nov 2026 11:59 PM W. Europe Standard Time UTC+01:00","2026-11-30","23:59","W. Europe Standard Time UTC+01:00","2026-11-30T22:59:00Z","confirmed","ev-fi-pydata-current","2026-09-05T00:16:00-06:00",""
"dl-fi-datasummit-cfp","ed-fi-datasummit27","cfp_deadline","December 11, 2026","2026-12-11","","","","confirmed","ev-fi-datasummit-current","2026-09-05T00:18:00-06:00","No time or timezone stated."
