talk_id,edition_id,recommended_variant,proposed_title,pitch_angle,fit_reason,past_session_evidence_ids,audience_rating,topic_rating,timing_rating,readiness_rating,logistics_rating,reach_rating,known_points,evidence_coverage_percent,queue,constraints,next_action,next_check_date
"failure-improvement","ed-fi-platformcon-sf27","25-minute cut","How Platforms Turn Agent Failures Into Durable Guardrails","Pitch the system as a platform capability that converts repeated failures into tests, checks and scoped knowledge.","Excellent platform audience and relevant precedent, but practitioner-only evidence requirement may be disqualifying.","ev-fi-platform-past1;ev-fi-platform-past2","5","5","5","3","2","4","87","100","1-verified-actionable","Must name real organization/implementation/outcomes; current talk disclaims measured production improvement; CFP times conflict; no travel expenses.","Only proceed if Dan can truthfully supply the required named case and outcomes; verify deadline time before October 4.","2026-09-10"
"failure-improvement","ed-fi-ttc27","25-minute cut","Automating Improvement From Failure: Tests That Teach the Workflow","Use testing vocabulary and the offline demo to show durable, reviewable improvement rather than autonomous self-editing.","Testing audience and AI-testing precedent are strong; organizer advertises a 25-minute talk route.","ev-fi-ttc-past1;ev-fi-ttc-past2","4","5","5","4","3","3","82","100","1-verified-actionable","Format/travel evidence partly comes from organizer social post; intercontinental support may not cover actual travel.","Verify the submission form details, then prepare the 25-minute version by October 30.","2026-10-01"
"failure-improvement","ed-fi-a4q27","30-minute remote variant; duration to confirm","Automating Improvement From Failure: Evidence-Driven Regression for AI","Offer a remote, multilingual-summit-friendly practitioner explanation with deterministic demonstration.","Testing/quality audience and online delivery remove travel uncertainty, but key CFP details are undated.","","4","4","3","4","4","3","75","100","2-upcoming-rolling","No deadline or duration; no past-session evidence captured; language-track placement unknown.","Inspect the speaker flow for duration and selection timing; prepare but do not treat as deadline-driven.","2026-10-15"
"failure-improvement","ed-fi-gaic-seattle-2627","30-minute meetup variant; duration to confirm","From Agent Failure to Regression Test","Use the deterministic demo and invite practitioner discussion about intervention selection and promotion gates.","Direct local AI/agent/tooling audience and a verified rolling route; smaller reach but good iteration venue.","","4","5","5","4","3","2","82","100","2-upcoming-rolling","Travel origin and individual meetup slot duration unknown.","Ask no organizer questions yet; prepare a concise proposal against one listed 2027 date after internal travel decision.","2026-10-01"
"failure-improvement","ed-fi-cn-mumbai26","30-minute community variant; duration to confirm","Building Failure Feedback Loops for Cloud-Native AI Systems","Connect regression evidence and controlled promotion to SRE/platform operating practices.","Regional cloud-native audience fits SRE/platform/AI; route is open but individual future dates are unclear.","","4","4","3","4","","2","68","90","2-upcoming-rolling","Future edition/date and economics unknown; September session may already be programmed.","Monitor the rolling call for a dated session before investing in adaptation.","2026-10-15"
"failure-improvement","ed-fi-pydata-venice26","30-minute community variant; duration to confirm","Automating Improvement From Failed Agent Evals","Emphasize eval datasets, holdouts and LLMOps feedback loops for ML practitioners.","Relevant MLOps/LLMOps audience and hybrid delivery; broad rather than exact testing/platform fit.","","3","4","4","4","3","2","72","100","2-upcoming-rolling","Exact next available date, duration and economics unknown.","Check which remaining 2026 meetup date still accepts sessions and whether remote delivery is allowed.","2026-09-20"
"failure-improvement","ed-fi-datasummit27","30- or 40-minute talk; duration to confirm","Automating Improvement From Failure in Agentic Data Systems","Frame durable correction as governed AgentOps/data-quality infrastructure using reproducible evidence and holdouts.","Agentic AI and data-engineering tracks fit, though audience may be more data-management than reliability focused.","","4","4","5","4","","4","78","90","1-verified-actionable","Format, economics and past-session fit not yet established.","Inspect track requirements and submit only if a technical practitioner session is supported by December 11.","2026-10-20"
"failure-improvement","ed-fi-ctocraft27","40-minute leadership variant; duration to confirm","Code Can Learn From Failure. Organizations Need Guardrails.","Elevate the intervention hierarchy into an engineering-leadership decision system: what to automate, how to validate, when to retire.","Strong senior-leader relevance but weaker direct engineering-practitioner format evidence.","","4","4","3","4","","3","69","90","2-upcoming-rolling","Deadline and format unknown; requires credible senior-leadership biography and prior-talk links.","Prepare a leadership abstract only after confirming Dan's eligibility facts and the closing date.","2026-10-15"
"failure-improvement","ed-fi-devopspro27","40-minute DevOps variant; duration to confirm","Automating Improvement From Failure in DevOps Workflows","Map recurring agent/automation failures to reproducible tests, guardrails and controlled workflow promotion.","Good DevOps/SRE/platform audience; open route, but no closing date or session duration was published.","","4","4","3","4","","4","70","90","2-upcoming-rolling","Deadline, format and economics unknown.","Recheck the Airtable call for deadline and duration before drafting.","2026-10-15"
"failure-improvement","ed-fi-qualityland27","30-minute community variant; duration to confirm","Automating Improvement From Failure: A Quality System for Agentic Work","Use a compact testing-focused version with the deterministic failure-to-regression demonstration.","Small quality community could support a practical failure-focused session, but edition facts remain sparse.","","3","4","2","4","","2","57","90","2-upcoming-rolling","No exact event date, deadline, language, format or economics; email route is public but outreach is not authorized.","Monitor the site for a formal CFP or dated program; do not email without separate authorization.","2026-11-01"
