edition_id,event_id,edition_label,edition_url,start_date,end_date,date_status,city,country,mode,language,cfp_url,guidelines_url,cfp_status,eligibility,formats_and_durations,submission_requirements,compensation,travel_support,speaker_costs,recording_rights,accessibility,attendance_value,attendance_year,verified_at,source_ids,unknowns
"ed-fi-platformcon-sf27","evt-fi-platformcon-sf","PlatformCon Live Day San Francisco 2027","https://sanfrancisco.platformcon.com/","2027-02-24","2027-02-24","exact","San Francisco","United States","in-person","English","https://sessionize.com/platformcon-live-day-san-francisco/","https://sanfrancisco.platformcon.com/cfp","open","Practitioner-only; proposals should describe real implementations, named organizations and outcomes; multiple proposals allowed.","25-minute talk","Case-study proposal with concrete implementation and outcomes.","No honorarium stated.","No travel expenses covered.","","","","300+ advertised","2027","2026-09-05T00:05:00-06:00","ev-fi-platform-current;ev-fi-platform-official-conflict;ev-fi-platform-past1;ev-fi-platform-past2","Dan's ability to name an organization and evidence outcomes is unknown and may be a hard barrier. Rights and accessibility unknown. Official pages conflict on deadline time/timezone."
"ed-fi-ttc27","evt-fi-ttc","Taqelah Testing Conference 2027","https://ttc.taqelah.sg/","2027-03-04","2027-03-05","exact","Singapore","Singapore","in-person","English","https://ttc.taqelah.sg/","https://ttc.taqelah.sg/","open","Public CFP.","25-minute talks and half-day workshops reported by organizer social post","Talk proposal and speaker details.","","Regional travel support bands reported by organizer social post; intercontinental ceiling reported as USD 1000.","","","","33 talks and free attendance advertised","2027","2026-09-05T00:08:00-06:00","ev-fi-ttc-current;ev-fi-ttc-travel;ev-fi-ttc-past1;ev-fi-ttc-past2","Official site did not reproduce format/economics details; verify in submission flow. Hotel, costs, rights, accessibility and multiple-submission rules unknown."
"ed-fi-a4q27","evt-fi-a4q","A4Q Testing Summit 2027","https://testingsummit.com/","2027-04-27","2027-04-29","exact","","","online","English; German; French; Spanish","https://testingsummit.com/","https://testingsummit.com/","open-undated","Public speaker route shown; no closing date found.","","Title and short abstract requested.","No speaker fee stated.","Not applicable for online event.","","","","85+ speakers from 30+ countries advertised","2027","2026-09-05T00:10:00-06:00","ev-fi-a4q-current","Deadline, duration, recording rights, accessibility, platform, audience size and selection rules unknown."
"ed-fi-gaic-seattle-2627","evt-fi-gaic-seattle","Global AI Community Seattle 2026-2027 series","https://sessionize.com/global-ai-community-seattle/","2026-11-18","2027-08-18","exact recurring dates","Seattle / Bellevue","United States","in-person","English","https://sessionize.com/global-ai-community-seattle/","https://sessionize.com/global-ai-community-seattle/","rolling","Public rolling call for multiple announced meetup dates.","Talks; demos; panels; workshops; durations not stated","Proposal aligned to agents, infrastructure, MLOps/platform or developer tooling.","","","Free community event.","","","","","2026-09-05T00:12:00-06:00","ev-fi-gaic-current","Exact venue by date, durations, economics, rights, accessibility, attendance and multiple-submission rules unknown."
"ed-fi-cn-mumbai26","evt-fi-cn-mumbai","Cloud Native Mumbai 2026 rolling call","https://sessionize.com/cloud-native-mumbai-city","2026-09-12","","partial","Mumbai","India","hybrid","English","https://sessionize.com/cloud-native-mumbai-city","https://sessionize.com/cloud-native-mumbai-city","rolling","Public regional community call.","","Proposal aligned to cloud native, SRE, platform or cloud-native AI/ML.","","","","","","","","2026-09-05T00:14:00-06:00","ev-fi-cnm-current","Only one next session date was visible; future dates, format, economics, rights, accessibility and attendance unknown."
"ed-fi-pydata-venice26","evt-fi-pydata-venice","PyData Venice 2026 series","https://sessionize.com/pydata-venice","2026-08-27","2026-12-17","exact recurring dates","Mestre","Italy","hybrid","Italian; English","https://sessionize.com/pydata-venice","https://sessionize.com/pydata-venice","rolling","Public community call.","","Technical talk in data science, ML engineering, MLOps/LLMOps or adjacent tooling.","","","","","","","","2026-09-05T00:16:00-06:00","ev-fi-pydata-current","Format, economics, rights, accessibility, attendance and exact next available slot unknown."
"ed-fi-datasummit27","evt-fi-data-summit","Data Summit 2027","https://www.dbta.com/DataSummit/2027/","2027-05-11","2027-05-13","exact","Boston","United States","in-person","English","https://www.dbta.com/DataSummit/2027/CallForSpeakers.aspx","https://www.dbta.com/DataSummit/2027/CallForSpeakers.aspx","open","Public call for speakers.","","Proposal for conference tracks including agentic AI, data engineering and operational AI.","","","","","","","","2026-09-05T00:18:00-06:00","ev-fi-datasummit-current","Format, economics, rights, accessibility, attendance and eligibility details unknown."
"ed-fi-ctocraft27","evt-fi-ctocraft","CTO Craft Con Europe 2027","https://conference.ctocraft.com/london/","2027-03-15","2027-03-17","exact","London","United Kingdom","in-person","English","https://conference.ctocraft.com/london/call-for-content/","https://conference.ctocraft.com/london/call-for-content/","open-undated","Experienced senior technology leaders; public application route.","","Experience-led proposal; bio and prior talks requested.","Speaker pass.","","","Submission grants recording permission; exact license not captured.","","","","2026-09-05T00:20:00-06:00","ev-fi-ctocraft-current","Deadline, format, travel/hotel, fee, accessibility, attendance and Dan's senior-leadership eligibility evidence unknown."
"ed-fi-devopspro27","evt-fi-devopspro","DevOps Pro Europe 2027","https://devopsproeurope.eu/","2027-05-25","2027-05-28","exact","Riga","Latvia","in-person","English","https://devopsproeurope.eu/faq/","https://devopsproeurope.eu/faq/","open-undated","Public Airtable call.","Talks; workshops; panels; track hosting; durations not stated","English proposal for DevOps, SRE, platform or adjacent track.","","","","","","700+ attendees and 100+ speakers from 35+ countries advertised","2027","2026-09-05T00:22:00-06:00","ev-fi-devopspro-current","Deadline, format durations, economics, rights, accessibility and multiple-submission rules unknown. Attendance is an organizer projection."
"ed-fi-qualityland27","evt-fi-qualityland","Quality Land 2027","https://qualityland.lt/","","","tentative month only","Vilnius","Lithuania","in-person","","https://qualityland.lt/","https://qualityland.lt/","open-undated","Public email-based contribution route shown.","","Pitch via public contact; formal requirements not published.","","","","","","300 attendees advertised","2027","2026-09-05T00:24:00-06:00","ev-fi-qualityland-current","Exact May 2027 date, deadline, language, format, economics, rights, accessibility and selection rules unknown."
