talk_id,edition_id,recommended_variant,proposed_title,pitch_angle,fit_reason,past_session_evidence_ids,audience_rating,topic_rating,timing_rating,readiness_rating,logistics_rating,reach_rating,known_points,evidence_coverage_percent,queue,constraints,next_action,next_check_date
"parallelization","ed-pa-eurostar27","40-minute deck; resize after format confirmation","More Agents, More Confidence? Only If You Can Verify Them","Center correlated failures, adversarial verification, deterministic acceptance checks and selection cost.","Quality audience gives the verification half of the talk a strong home; orchestration and systems architecture are less central.","ev-pa-euro-past1;ev-pa-euro-past2","4","4","5","4","","4","76","90","1-verified-actionable","Current duration and speaker economics unknown; do not claim multiple agents are independent.","Confirm current talk duration and submit a verification-focused practitioner version by September 30.","2026-09-12"
"parallelization","ed-pa-swiss27","30-minute adaptation","Why Five AI Reviewers Can Still Miss the Same Bug","Lead with correlated failure, concrete reviewer perspectives and deterministic checks before widening to search and speculation.","The conference invites nondeterministic-system testing, failed experiments and AI risk content; exact 30-minute format exists.","ev-pa-swiss-past1;ev-pa-swiss-past2","4","4","5","5","","3","77","90","1-verified-actionable","Language and travel support are not established.","Submit the 30-minute verification-focused version by October 31 after confirming language.","2026-10-01"
"parallelization","ed-pa-expoqa27","regular talk; confirm duration","Testing the Crowd: Verification Patterns for Multi-Agent Systems","Explain why agreement is not proof and how tests, counterexamples, invariants and holdouts should select among attempts.","AI validation and agent testing are explicit; best fit is the talk's verification and selection section rather than its full architecture thesis.","ev-pa-expo-past1;ev-pa-expo-past2","4","4","5","4","","4","76","90","1-verified-actionable","Exact duration, language and speaker economics unknown.","Confirm duration and language, then submit the verification variant by October 11.","2026-09-25"
"parallelization","ed-pa-ttc27","25-minute cut","Testing Parallel Agent Work Without Voting on Truth","Focus on reproducible counterexamples, evidence ownership and deterministic acceptance rather than majority agreement.","Testing audience and AI-testing history support a targeted cut; orchestration depth is secondary.","ev-pa-ttc-past1;ev-pa-ttc-past2","4","4","5","4","3","3","81","100","1-verified-actionable","Some format/travel evidence is from an organizer social source and needs submission-flow verification.","Verify the call details and submit the 25-minute verification cut by October 30.","2026-10-01"
"parallelization","ed-pa-a4q27","30-minute remote adaptation; duration to confirm","How to Verify Parallel Agent Attempts","Offer an accessible remote version on correlated failures, role-specific review questions and reusable deterministic checks.","International online testing audience removes travel uncertainty, but the CFP is undated and no prior-session evidence was captured.","","3","4","3","4","4","3","69","100","2-upcoming-rolling","Deadline and duration unknown; language-track placement not established.","Inspect the public speaker flow for duration and selection timing; prepare without treating it as urgent.","2026-10-15"
"parallelization","ed-pa-cn-mumbai26","30-minute community adaptation; duration to confirm","Parallel Search for Cloud-Native Agent Systems","Connect isolated speculative work, model/tool scheduling and whole-search budgets to platform operations.","Regional cloud-native, SRE and AI/ML audience is relevant; future individual dates are unclear.","","4","4","3","4","","2","66","90","2-upcoming-rolling","Only one near-term session date was visible; future dates, format and economics are unknown.","Monitor the rolling call for a dated session before investing in adaptation.","2026-10-15"
"parallelization","ed-pa-pydata-venice26","30-minute community adaptation; duration to confirm","Parallel Attempts, Deterministic Selection in LLMOps","Translate search budgets, verifier design and compiled artifacts into MLOps/LLMOps examples.","ML engineering audience is adjacent and hybrid delivery is useful; the full distributed-systems thesis is broader than the program.","","3","4","4","4","3","2","70","100","2-upcoming-rolling","Exact next available date, duration and remote-speaker policy unknown.","Check which remaining date accepts English remote talks before adapting.","2026-09-20"
"parallelization","ed-pa-ctocraft27","40-minute leadership variant; duration to confirm","The Scarce Resource in Agentic Engineering Is Selection","Frame candidate portfolios, evaluation budgets, ownership and compile-to-determinism as engineering-leadership choices.","Senior technology leaders will understand the organizational implications, but direct systems-practitioner evidence is thinner.","","4","4","3","4","","3","67","90","2-upcoming-rolling","Deadline and format unknown; experience-led call requires a credible biography and prior-talk links.","Prepare only after confirming Dan's eligibility facts and the current edition label.","2026-10-15"
"parallelization","ed-pa-devopspro27","40-minute DevOps variant; duration to confirm","Parallelize Uncertainty, Not Production Side Effects","Emphasize isolation, cancellation, observability, budgets and evidence-backed promotion for agentic automation.","DevOps/SRE/platform audience is relevant, but CFP duration and closing date are absent.","","4","4","3","4","","4","68","90","2-upcoming-rolling","Deadline, durations and economics unknown.","Recheck the public call for deadline and duration before drafting.","2026-10-15"
"parallelization","ed-pa-qualityland27","30-minute community adaptation; duration to confirm","Why More AI Attempts Need Better Tests","Present the verification and selection sections for a small quality-engineering community.","Useful community rehearsal route, but weak edition detail and only indirect fit to agent orchestration.","","2","3","2","4","","2","45","90","2-upcoming-rolling","No exact date, deadline, language, format or economics; the route is email-based and outreach is not authorized.","Monitor for a formal CFP or dated program; do not email without separate authorization.","2026-11-01"
