evidence_id,event_id,edition_id,field_supported,claim_or_excerpt,url,page_title,publisher,source_type,published_date,accessed_at,confidence,conflict_notes
"ev-pa-gids-past1","evt-pa-gids","","past session fit","Prior program lists Venkat Subramaniam's 'Test Driving Code with the Help of AI.'","https://developersummit.com/speaker/venkat-subramaniam","Venkat Subramaniam","GIDS / Saltmarch Media","official speaker archive","","2026-09-04T23:35:00-06:00","high",""
"ev-pa-gids-past2","evt-pa-gids","","past session fit","Prior program lists Neal Ford's 'The Intersection of Architecture and AI.'","https://developersummit.com/speaker/neal-ford","Neal Ford","GIDS / Saltmarch Media","official speaker archive","","2026-09-04T23:35:00-06:00","high",""
"ev-pa-euro-current","evt-pa-eurostar","ed-pa-eurostar27","dates; deadline; theme; topics","Copenhagen May 11-14, 2027; submissions close Sep 30; theme welcomes failures, AI, automation, resilience and practical takeaways.","https://conference.eurostarsoftwaretesting.com/call-for-submissions/","Call for Submissions","EuroSTAR Conferences","official CFP","","2026-09-04T23:40:00-06:00","high",""
"ev-pa-euro-past1","evt-pa-eurostar","","past session fit","2026 program: 'Closing the Loop: Using Field Data as a Quality Metric' by Florian Wartenberg.","https://conference.eurostarsoftwaretesting.com/conference/2026/programme/","EuroSTAR 2026 Programme","EuroSTAR Conferences","official program archive","2026","2026-09-04T23:40:00-06:00","high",""
"ev-pa-euro-past2","evt-pa-eurostar","","past session fit","2026 program: 'Don't Trust a Test Never Seen Fail: Reverse Mutation Testing' by Leonardo Lanni.","https://conference.eurostarsoftwaretesting.com/conference/2026/programme/","EuroSTAR 2026 Programme","EuroSTAR Conferences","official program archive","2026","2026-09-04T23:40:00-06:00","high",""
"ev-pa-expo-current","evt-pa-expoqa","ed-pa-expoqa27","dates; deadline; topics; formats","May 25-27, 2027; CFP deadline Oct 11; 'Reinventing Quality in the Age of AI' with AI agents, AI validation, automation and quality measurement; multiple format families.","https://expoqa.com/call-for-speaker/","Call for Speaker","NEXO QA / expo:QA","official CFP","","2026-09-04T23:45:00-06:00","high",""
"ev-pa-expo-past1","evt-pa-expoqa","","past session fit","2026 session: 'AI Meets API: Transforming Automated Testing Processes' by Adha Hrusto.","https://expoqa.com/2026-sessions/","2026 Sessions","NEXO QA / expo:QA","official program archive","2026","2026-09-04T23:45:00-06:00","high",""
"ev-pa-expo-past2","evt-pa-expoqa","","past session fit","2026 session: 'Observability in testing: Lessons from the real world' by Rodrigo Martin.","https://expoqa.com/2026-sessions/","2026 Sessions","NEXO QA / expo:QA","official program archive","2026","2026-09-04T23:45:00-06:00","high",""
"ev-pa-swiss-current","evt-pa-swiss-testing-day","ed-pa-swiss27","date; deadline; formats; topics; costs","Zurich Apr 8, 2027; CFP closes Oct 31 at 11:59 PM UTC+1; 30-minute talk and 60-minute workshop; failed experiments, AI TRiSM and nondeterministic systems welcomed.","https://sessionize.com/swiss-testing-day-2027/","Swiss Testing Day 2027 Call for Speakers","Swiss Testing Day / Sessionize","official submission system","","2026-09-04T23:50:00-06:00","high",""
"ev-pa-swiss-past1","evt-pa-swiss-testing-day","","past session fit","2026 session: 'Who Tests the Machines That Build the Machines?' by Jonas Hermansson.","https://swisstestingday.ch/program-2026/","Swiss Testing Day 2026 Program","Swiss Testing Day","official program archive","2026","2026-09-04T23:50:00-06:00","high",""
"ev-pa-swiss-past2","evt-pa-swiss-testing-day","","past session fit","2026 panel: 'How Do We Define Quality in a Dangerous Decade?' with Elmar Jürgens, Marcel Gygli and Bertrand Meyer.","https://swisstestingday.ch/program-2026/","Swiss Testing Day 2026 Program","Swiss Testing Day","official program archive","2026","2026-09-04T23:50:00-06:00","high",""
"ev-pa-vsl-current","evt-pa-vslive","ed-pa-vslive-austin27","dates; deadline; formats; topics; economics","Austin May 2-6, 2027; metadata closes Oct 5 11:59 PM PDT UTC-7 while body says CST; AI testing/evals/reliability tracks; 75- and 20-minute formats; stipend and hotel policy.","https://sessionize.com/vslive_austin27/","Visual Studio Live! Austin 2027 Call for Speakers","Visual Studio Live! / Sessionize","official submission system","","2026-09-04T23:55:00-06:00","high","Timezone conflict is within the official submission page."
"ev-pa-vsl-past1","evt-pa-vslive","","past session fit","CFP cites prior/representative session 'Team Development for the Future with Agentic AI & GitHub.'","https://sessionize.com/vslive_austin27/","Visual Studio Live! Austin 2027 Call for Speakers","Visual Studio Live! / Sessionize","official CFP with program examples","","2026-09-04T23:55:00-06:00","medium","Year and speaker not exposed in captured text."
"ev-pa-vsl-past2","evt-pa-vslive","","past session fit","CFP cites 'Secure AI Engineering and DevOps for .NET Developers on Azure.'","https://sessionize.com/vslive_austin27/","Visual Studio Live! Austin 2027 Call for Speakers","Visual Studio Live! / Sessionize","official CFP with program examples","","2026-09-04T23:55:00-06:00","medium","Year and speaker not exposed in captured text."
"ev-pa-devweek-current","evt-pa-developerweek","ed-pa-developerweek27","dates; deadline; reach","Santa Clara Feb 9-11, 2027; final speaker deadline Sep 18; organizer projects 3,000 onsite attendees and 6,000 community members.","https://www.developerweek.com/speakers/apply-to-speak/","Apply to Speak","DeveloperWeek / DevNetwork","official CFP","","2026-09-04T23:58:00-06:00","high","Attendance numbers are organizer projections."
"ev-pa-devweek-past1","evt-pa-developerweek","","past session fit","2026 schedule: 'Async Agents in Production: Failure Modes and Fixes' by Meryem Arik.","https://www.developerweek.com/2026-schedule/","DeveloperWeek 2026 Schedule","DeveloperWeek / DevNetwork","official program archive","2026","2026-09-04T23:58:00-06:00","high",""
"ev-pa-devweek-past2","evt-pa-developerweek","","past session fit","2026 schedule: 'Tightening Feedback Loops for Humans and Coding Agents' by Spriha Tucker.","https://www.developerweek.com/2026-schedule/","DeveloperWeek 2026 Schedule","DeveloperWeek / DevNetwork","official program archive","2026","2026-09-04T23:58:00-06:00","high",""
"ev-pa-idi-current","evt-pa-idi","ed-pa-idi27","date; deadline; format; language; economics","Bologna Mar 9, 2027; closes Dec 13 11:59 PM UTC+1; 40 minutes including Q&A; Italian/English; ticket, hotel and conditional EUR 250 European travel support.","https://sessionize.com/incontro-devops-italia-idi-2027/","Incontro DevOps Italia 2027 Call for Speakers","GrUSP / Sessionize","official submission system","","2026-09-05T00:02:00-06:00","high",""
"ev-pa-idi-past1","evt-pa-idi","","past session fit","2026 talk: 'GitOps, Observability e AI: come chiudere il ciclo dell'AIOps' by Stefano Pampaloni.","https://www.incontrodevops.it/talks/","Talks","Incontro DevOps Italia / GrUSP","official program archive","2026","2026-09-05T00:02:00-06:00","high",""
"ev-pa-idi-past2","evt-pa-idi","","past session fit","2026 talk: 'Don't fear the bot: mastering AI tools before they master you' by Giulia Naponiello.","https://www.incontrodevops.it/talks/","Talks","Incontro DevOps Italia / GrUSP","official program archive","2026","2026-09-05T00:02:00-06:00","high",""
"ev-pa-platform-current","evt-pa-platformcon-sf","ed-pa-platformcon-sf27","date; deadline; format; requirements; economics","Feb 24, 2027; Sessionize closes Oct 4 at 11:59 PM PDT; 25 minutes; practitioner-only named case/outcomes; 300+; no expenses.","https://sessionize.com/platformcon-live-day-san-francisco/","PlatformCon Live Day San Francisco Call for Speakers","Platform Engineering / Sessionize","official submission system","","2026-09-05T00:05:00-06:00","high","Conflicts with organizer CFP page deadline time."
"ev-pa-platform-official-conflict","evt-pa-platformcon-sf","ed-pa-platformcon-sf27","deadline","Organizer event page says deadline October 4 at 12:59 PM EST.","https://sanfrancisco.platformcon.com/cfp","Call for Proposals","Platform Engineering","official event CFP","","2026-09-05T00:05:00-06:00","high","Material conflict with Sessionize 11:59 PM PDT."
"ev-pa-platform-past1","evt-pa-platformcon-sf","","past session fit","2026 PlatformCon session: 'Scaling AI Agents: What Platform Engineering Already Taught Us' by Seth Shelnutt.","https://2026.platformcon.com/sessions/scaling-ai-agents-what-platform-engineering-already-taught-us","Scaling AI Agents","Platform Engineering","official program archive","2026","2026-09-05T00:05:00-06:00","high","Flagship virtual edition, not San Francisco Live Day."
"ev-pa-platform-past2","evt-pa-platformcon-sf","","past session fit","2026 session: 'Lessons from Putting AI in Front of a Platform: Taming the Non-Deterministic Beast' by Shane Dowling.","https://platformcon.com/sessions/lessons-from-putting-ai-in-front-of-a-platform-taming-the-non-deterministic-beast","Lessons from Putting AI in Front of a Platform","Platform Engineering","official program archive","2026","2026-09-05T00:05:00-06:00","high","Flagship program evidence, not confirmed San Francisco edition."
"ev-pa-ttc-current","evt-pa-ttc","ed-pa-ttc27","dates; deadline; history; reach","Singapore workshop Mar 4 and conference Mar 5, 2027; CFP open through Oct 30; run since 2020; 33 talks and free attendance advertised.","https://ttc.taqelah.sg/","Taqelah Testing Conference 2027","Taqelah","official event/CFP","","2026-09-05T00:08:00-06:00","high",""
"ev-pa-ttc-travel","evt-pa-ttc","ed-pa-ttc27","format; travel support","Organizer post states 25-minute talks, half-day workshops and regional travel-support ceilings including USD 1000 for US/Europe.","https://www.linkedin.com/company/taqelah/","Taqelah organizer updates","Taqelah","organizer social source","","2026-09-05T00:08:00-06:00","medium","Exact post URL was unstable in search capture; re-verify inside submission flow."
"ev-pa-ttc-past1","evt-pa-ttc","","past session fit","2026 lightning-talk page includes 'Quality Without Compromise: AI-Powered Testing from Figma to Production' by Anand Bagmar.","https://taqelah.sg/lightning-talks-2026","Lightning Talks 2026","Taqelah","official program archive","2026","2026-09-05T00:08:00-06:00","high",""
"ev-pa-ttc-past2","evt-pa-ttc","","past session fit","2026 lightning program included testing AI applications and modern test-engineering themes.","https://taqelah.sg/lightning-talks-2026","Lightning Talks 2026","Taqelah","official program archive","2026","2026-09-05T00:08:00-06:00","medium","Second specific title/speaker was not reliably captured."
"ev-pa-a4q-current","evt-pa-a4q","ed-pa-a4q27","dates; mode; CFP; languages; economics; reach","Online Apr 27-29, 2027; public speaker route with title/abstract; English, German, French and Spanish; no speaker fee; 85+ speakers from 30+ countries advertised.","https://testingsummit.com/","A4Q Testing Summit","Alliance for Qualification","official event/CFP","","2026-09-05T00:10:00-06:00","high","No deadline found."
"ev-pa-gaic-current","evt-pa-gaic-seattle","ed-pa-gaic-seattle-2627","dates; route; topics; mode","Recurring Seattle/Bellevue dates from Nov 2026 through Aug 2027; rolling call ends Jun 30, 2027; in-person, free, volunteer-run; agents/platform/tooling topics.","https://sessionize.com/global-ai-community-seattle/","Global AI Community Seattle Call for Speakers","Global AI Community Seattle / Sessionize","official submission system","","2026-09-05T00:12:00-06:00","high",""
"ev-pa-cnm-current","evt-pa-cn-mumbai","ed-pa-cn-mumbai26","date; route; topics","Next visible session Sep 12, 2026 in Mumbai; route runs through Dec 31; accepts SRE, platform, cloud native AI/ML and failure-oriented content.","https://sessionize.com/cloud-native-mumbai-city","Cloud Native Mumbai Call for Speakers","Cloud Native Mumbai / Sessionize","official submission system","","2026-09-05T00:14:00-06:00","high","Future session dates not stated."
"ev-pa-pydata-current","evt-pa-pydata-venice","ed-pa-pydata-venice26","dates; route; mode; language; topics","Mestre hybrid dates Aug 27, Oct 22 and Dec 17, 2026; call through Nov 30; Italian or English; MLOps/LLMOps accepted.","https://sessionize.com/pydata-venice","PyData Venice Call for Speakers","PyData Venice / Sessionize","official submission system","","2026-09-05T00:16:00-06:00","high",""
"ev-pa-datasummit-current","evt-pa-data-summit","ed-pa-datasummit27","dates; deadline; tracks","Boston workshops May 11 and conference May 12-13, 2027; call closes Dec 11, 2026; includes Agentic AI and operational data/AI topics.","https://www.dbta.com/DataSummit/2027/CallForSpeakers.aspx","Data Summit 2027 Call for Speakers","Database Trends and Applications","official CFP","","2026-09-05T00:18:00-06:00","high",""
"ev-pa-ctocraft-current","evt-pa-ctocraft","ed-pa-ctocraft27","dates; CFP; audience; requirements; rights","London Mar 15-17, 2027; open call for experience-led senior leadership content; bio and prior talks; speaker pass; recording permission.","https://conference.ctocraft.com/london/call-for-content/","Call for Content","CTO Craft","official CFP","","2026-09-05T00:20:00-06:00","high","No closing date found."
"ev-pa-devopspro-current","evt-pa-devopspro","ed-pa-devopspro27","dates; CFP; language; formats; reach","Riga May 25-28, 2027; English public Airtable route; talks, workshops, panels and track hosting; organizer advertises 700+ attendees, 100+ speakers, 35+ countries.","https://devopsproeurope.eu/faq/","DevOps Pro Europe FAQ","UAB DATA MINER","official event FAQ","","2026-09-05T00:22:00-06:00","high","No deadline found; attendance is projection."
"ev-pa-qualityland-current","evt-pa-qualityland","ed-pa-qualityland27","month; location; route; reach","Vilnius in May 2027 with exact date TBD; nonprofit community event; public email contribution route; one day, six speakers and about 300 attendees advertised.","https://qualityland.lt/","Quality Land","LTSTQB","official event site","","2026-09-05T00:24:00-06:00","high","Working/public route does not establish a closing date or formal selection state."
